,Player_Name,Country,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
37586,SM Sharif,SCOT,0,0,2,0,0,0,2,West Indies,Eden Gardens,7 Feb 2026
37587,Abhishek Sharma,IND,0,0,1,0,0,0,1,U.S.A.,Wankhede,7 Feb 2026
37588,S Dube,IND,0,0,1,0,0,0,1,U.S.A.,Wankhede,7 Feb 2026
37589,CV Varun,IND,0,0,0,0,0,0,1,U.S.A.,Wankhede,7 Feb 2026
37590,MD Patel,USA,0,0,2,0,0,0,2,India,Wankhede,7 Feb 2026
37591,Harmeet Singh,USA,0,0,1,0,0,0,2,India,Wankhede,7 Feb 2026
37592,R Ravindra,NZ,0,0,1,0,0,0,2,Afghanistan,Chennai,8 Feb 2026
37593,MD Shanaka,SL,0,0,1,0,0,0,1,Ireland,Colombo (RPS),8 Feb 2026
37594,GJ Delany,IRE,0,0,1,0,0,0,2,Sri Lanka,Colombo (RPS),8 Feb 2026
37595,MJ Humphreys,IRE,0,0,2,0,0,0,2,Sri Lanka,Colombo (RPS),8 Feb 2026
37596,J Mosca,ITA,0,0,1,0,0,0,2,Scotland,Eden Gardens,9 Feb 2026
37597,GP Meade,ITA,0,0,2,0,0,0,2,Scotland,Eden Gardens,9 Feb 2026
37598,Ali Hasan,ITA,0,0,2,0,0,0,2,Scotland,Eden Gardens,9 Feb 2026
37599,Hammad Mirza,OMA,0,0,5,0,0,0,1,Zimbabwe,Colombo (SSC),9 Feb 2026
37600,K Sonavale,OMA,0,0,6,0,0,0,1,Zimbabwe,Colombo (SSC),9 Feb 2026
37601,D Myers,ZIM,0,0,2,0,0,0,2,Oman,Colombo (SSC),9 Feb 2026
37602,DS Bajwa,CAN,0,0,1,0,0,0,2,South Africa,Ahmedabad,9 Feb 2026
37603,Jaskaran Singh,CAN,0,0,1,0,0,0,2,South Africa,Ahmedabad,9 Feb 2026
37604,Muhammad Arfan,UAE,0,0,1,0,0,0,1,New Zealand,Chennai,10 Feb 2026
37605,Asif Ali,BHR,0,0,1,0,0,0,1,Qatar,Doha,10 Feb 2026
37606,Fiaz Ahmed,BHR,0,0,2,0,0,0,1,Qatar,Doha,10 Feb 2026
37607,Zubair Ali,QAT,0,0,1,0,0,0,2,Bahrain,Doha,10 Feb 2026
37608,Usman Khan,PAK,0,0,1,0,0,0,1,U.S.A.,Colombo (SSC),10 Feb 2026
37609,Abrar Ahmed,PAK,0,0,0,0,0,0,1,U.S.A.,Colombo (SSC),10 Feb 2026
37610,SP Krishnamurthi,USA,0,0,2,0,0,0,2,Pakistan,Colombo (SSC),10 Feb 2026
37611,Mohammad Mohsin,USA,0,0,1,0,0,0,2,Pakistan,Colombo (SSC),10 Feb 2026
37612,Gulbadin Naib,AFG,0,0,2,0,0,0,2,South Africa,Ahmedabad,11 Feb 2026
37613,Sediqullah Atal,AFG,0,0,3,0,0,0,2,South Africa,Ahmedabad,11 Feb 2026
37614,Mujeeb Ur Rahman,AFG,0,0,1,0,0,0,2,South Africa,Ahmedabad,11 Feb 2026
37615,Fazalhaq Farooqi,AFG,0,0,0,0,0,0,2,South Africa,Ahmedabad,11 Feb 2026
37616,HT Tector,IRE,0,0,3,0,0,0,2,Australia,Colombo (RPS),11 Feb 2026
37617,MM Baig,QAT,0,0,2,0,0,0,1,Bahrain,Doha,11 Feb 2026
37618,SD Hope,WI,0,0,3,0,0,0,1,England,Wankhede,11 Feb 2026
37619,AU Rashid,ENG,0,0,1,0,0,0,2,West Indies,Wankhede,11 Feb 2026
37620,J Ramanandi,OMA,0,0,1,0,0,0,2,Sri Lanka,Pallekele,12 Feb 2026
37621,NK Yadav,NEP,0,0,2,0,0,0,1,Italy,Wankhede,12 Feb 2026
37622,LN Rajbanshi,NEP,0,0,2,0,0,0,1,Italy,Wankhede,12 Feb 2026
37623,AR Patel,IND,0,0,1,0,0,0,1,Namibia,Delhi,12 Feb 2026
37624,JJ Smit,NAM,0,0,2,0,0,0,2,India,Delhi,12 Feb 2026
37625,B Shikongo,NAM,0,0,1,0,0,0,2,India,Delhi,12 Feb 2026
37626,C Green,AUS,0,0,2,0,0,0,2,Zimbabwe,Colombo (RPS),13 Feb 2026
37627,TH David,AUS,0,0,2,0,0,0,2,Zimbabwe,Colombo (RPS),13 Feb 2026
37628,MP Kuhnemann,AUS,0,0,1,0,0,0,2,Zimbabwe,Colombo (RPS),13 Feb 2026
37629,CN Ackermann,NED,0,0,1,0,0,0,2,U.S.A.,Chennai,13 Feb 2026
37630,V Shukla,OMA,0,0,2,0,0,0,2,Ireland,Colombo (SSC),14 Feb 2026
37631,Nadeem Khan,OMA,0,0,2,0,0,0,2,Ireland,Colombo (SSC),14 Feb 2026
37632,B McMullen,SCOT,0,0,2,0,0,0,1,England,Eden Gardens,14 Feb 2026
37633,Abhishek Sharma,IND,0,0,4,0,0,0,1,Pakistan,Colombo (RPS),15 Feb 2026
37634,HH Pandya,IND,0,0,1,0,0,0,1,Pakistan,Colombo (RPS),15 Feb 2026
37635,AR Patel,IND,0,0,1,0,0,0,1,Pakistan,Colombo (RPS),15 Feb 2026
37636,Sahibzada Farhan,PAK,0,0,4,0,0,0,2,India,Colombo (RPS),15 Feb 2026
37637,Abrar Ahmed,PAK,0,0,1,0,0,0,2,India,Colombo (RPS),15 Feb 2026
37638,Usman Tariq,PAK,0,0,3,0,0,0,2,India,Colombo (RPS),15 Feb 2026
37639,A Sharma,UAE,0,0,4,0,0,0,1,Afghanistan,Delhi,16 Feb 2026
37640,H Kaushik,UAE,0,0,3,0,0,0,1,Afghanistan,Delhi,16 Feb 2026
37641,Muhammad Arfan,UAE,0,0,2,0,0,0,1,Afghanistan,Delhi,16 Feb 2026
37642,Rahmanullah Gurbaz,AFG,0,0,2,0,0,0,2,U.A.E.,Delhi,16 Feb 2026
37643,AJ Mosca,ITA,0,0,1,0,0,0,2,England,Eden Gardens,16 Feb 2026
37644,JT Smuts,ITA,0,0,4,0,0,0,2,England,Eden Gardens,16 Feb 2026
37645,GP Meade,ITA,0,0,1,0,0,0,2,England,Eden Gardens,16 Feb 2026
37646,Ali Hasan,ITA,0,0,4,0,0,0,2,England,Eden Gardens,16 Feb 2026
37647,XC Bartlett,AUS,0,0,3,0,0,0,1,Sri Lanka,Pallekele,16 Feb 2026
37648,R Trumpelmann,NAM,0,0,2,0,0,0,2,Pakistan,Colombo (SSC),18 Feb 2026
37649,Abhishek Sharma,IND,0,0,3,0,0,0,1,Netherlands,Ahmedabad,18 Feb 2026
37650,A Dutt,NED,0,0,1,0,0,0,2,India,Ahmedabad,18 Feb 2026
37651,Ali Hasan,ITA,0,0,2,0,0,0,2,West Indies,Eden Gardens,19 Feb 2026
37652,MADI Hemantha,SL,0,0,1,0,0,0,1,Zimbabwe,Colombo (RPS),19 Feb 2026
37653,NS Dhaliwal,CAN,0,0,5,0,0,0,2,Afghanistan,Chennai,19 Feb 2026
37654,Aamir Kaleem,OMA,0,0,1,0,0,0,1,Australia,Pallekele,20 Feb 2026
37655,Shafiq Jan,OMA,0,0,1,0,0,0,1,Australia,Pallekele,20 Feb 2026
37656,JC Archer,ENG,0,0,1,0,0,0,1,Sri Lanka,Pallekele,22 Feb 2026
37657,P Rathnayake,SL,0,0,1,0,0,0,2,England,Pallekele,22 Feb 2026
37658,D Madushanka,SL,0,0,2,0,0,0,2,England,Pallekele,22 Feb 2026
37659,Ishan Kishan,IND,0,0,4,0,0,0,2,South Africa,Ahmedabad,22 Feb 2026
37660,RK Singh,IND,0,0,2,0,0,0,2,South Africa,Ahmedabad,22 Feb 2026
37661,JJ Bumrah,IND,0,0,1,0,0,0,2,South Africa,Ahmedabad,22 Feb 2026
37662,RP Burl,ZIM,0,0,3,0,0,0,2,West Indies,Wankhede,23 Feb 2026
37663,T Musekiwa,ZIM,0,0,1,0,0,0,2,West Indies,Wankhede,23 Feb 2026
37664,AG Cremer,ZIM,0,0,6,0,0,0,2,West Indies,Wankhede,23 Feb 2026
37665,B Muzarabani,ZIM,0,0,5,0,0,0,2,West Indies,Wankhede,23 Feb 2026
37666,Mohammad Nawaz,3,0,0,1,0,0,0,1,England,Pallekele,24 Feb 2026
37667,PD Salt,ENG,0,0,1,0,0,0,2,Pakistan,Pallekele,24 Feb 2026
37668,J Overton,ENG,0,0,3,0,0,0,2,Pakistan,Pallekele,24 Feb 2026
37669,D Suzuki,JPN,0,0,1,0,0,0,1,Thailand,Bangkok,25 Feb 2026
37670,Usman Patel,KUW,0,0,2,0,0,0,1,Hong Kong,Mong Kok,25 Feb 2026
37671,S Mathur,HKG,0,0,1,0,0,0,2,Kuwait,Mong Kok,25 Feb 2026
37672,Hassan Khan Mohammad,HKG,0,0,1,0,0,0,2,Kuwait,Mong Kok,25 Feb 2026
37673,K Dorji,BHU,0,0,3,0,0,0,1,Bahrain,Bangkok,25 Feb 2026
37674,S Yeshey,BHU,0,0,3,0,0,0,1,Bahrain,Bangkok,25 Feb 2026
37675,Abdul Majid,BHR,0,0,2,0,0,0,2,Bhutan,Bangkok,25 Feb 2026
37676,MS Chapman,NZ,0,0,2,0,0,0,1,Sri Lanka,Colombo (RPS),25 Feb 2026
37677,P Nissanka,SL,0,0,1,0,0,0,2,New Zealand,Colombo (RPS),25 Feb 2026
37678,P Suanchuai,THA,0,0,2,0,0,0,1,Bhutan,Bangkok,26 Feb 2026
37679,Tenjin Rabgey,BHU,0,0,3,0,0,0,2,Thailand,Bangkok,26 Feb 2026
37680,Anshuman Rath,HKG,0,0,2,0,0,0,1,Kuwait,Mong Kok,26 Feb 2026
37681,Aizaz Khan,HKG,0,0,2,0,0,0,1,Kuwait,Mong Kok,26 Feb 2026
37682,CV Anto,KUW,0,0,1,0,0,0,2,Hong Kong,Mong Kok,26 Feb 2026
37683,Sohail Ahmed,BHR,0,0,1,0,0,0,1,Japan,Bangkok,26 Feb 2026
37684,Ali Dawood,BHR,0,0,2,0,0,0,1,Japan,Bangkok,26 Feb 2026
37685,RP Burl,ZIM,0,0,2,0,0,0,2,India,Chennai,26 Feb 2026
37686,Tashi Dorji,BHU,0,0,2,0,0,0,2,Japan,Bangkok,27 Feb 2026
37687,K Dorji,BHU,0,0,1,0,0,0,2,Japan,Bangkok,27 Feb 2026
37688,K Senamontree,THA,0,0,1,0,0,0,2,Bahrain,Bangkok,27 Feb 2026
37689,JC Buttler,ENG,0,0,2,0,0,0,2,New Zealand,Colombo (RPS),27 Feb 2026
37690,Tashi Phuntsho,BHU,0,0,0,0,0,0,1,Thailand,Bangkok,28 Feb 2026
37691,S Desungnoen,THA,0,0,2,0,0,0,2,Bhutan,Bangkok,28 Feb 2026
37692,Y Saranonnakkun,THA,0,0,1,0,0,0,2,Bhutan,Bangkok,28 Feb 2026
37693,N Nuntarach,THA,0,0,1,0,0,0,2,Bhutan,Bangkok,28 Feb 2026
37694,Abhishek Anand,JPN,0,0,2,0,0,0,1,Bahrain,Bangkok,28 Feb 2026
37695,Esam Rahman,JPN,0,0,2,0,0,0,1,Bahrain,Bangkok,28 Feb 2026
37696,C Hinze,JPN,0,0,1,0,0,0,1,Bahrain,Bangkok,28 Feb 2026
37697,W Miyauchi,JPN,0,0,2,0,0,0,1,Bahrain,Bangkok,28 Feb 2026
37698,Asif Ali,BHR,0,0,2,0,0,0,2,Japan,Bangkok,28 Feb 2026
37699,Sohail Ahmed,BHR,0,0,2,0,0,0,2,Japan,Bangkok,28 Feb 2026
37700,Rizwan Butt,BHR,0,0,2,0,0,0,2,Japan,Bangkok,28 Feb 2026
37701,Asif Shaikh,BHR,0,0,1,0,0,0,2,Japan,Bangkok,28 Feb 2026
37702,Mohammad Nawaz,3,0,0,1,0,0,0,1,Sri Lanka,Pallekele,28 Feb 2026
37703,Salman Agha,PAK,0,0,2,0,0,0,1,Sri Lanka,Pallekele,28 Feb 2026
37704,Aizaz Khan,HKG,0,0,3,0,0,0,1,Kuwait,Mong Kok,1 Mar 2026
37705,Q de Kock,SA,0,0,2,0,0,0,2,Zimbabwe,Delhi,1 Mar 2026
37706,RD Rickelton,SA,0,0,1,0,0,0,1,New Zealand,Eden Gardens,4 Mar 2026
37707,K Rabada,SA,0,0,1,0,0,0,1,New Zealand,Eden Gardens,4 Mar 2026
37708,Zubaidi Zulkifle,MAS,0,0,6,0,0,0,1,Bahrain,Kuala Lumpur,7 Mar 2026
37709,Virandeep Singh,MAS,0,0,2,0,0,0,1,Bahrain,Kuala Lumpur,7 Mar 2026
37710,KA Pollard,WI,0,0,0,0,0,0,2,England,Bridgetown,22 Jan 2022
37711,DM Bravo,WI,0,0,0,0,0,0,2,England,Bridgetown,22 Jan 2022
37712,JO Holder,WI,0,0,0,0,0,0,2,England,Bridgetown,22 Jan 2022
37713,SS Cottrell,WI,0,0,0,0,0,0,2,England,Bridgetown,22 Jan 2022
37714,AJ Hosein,WI,0,0,0,0,0,0,2,England,Bridgetown,22 Jan 2022
37715,FA Allen,WI,0,0,0,0,0,0,2,England,Bridgetown,22 Jan 2022
37716,R Shepherd,WI,0,0,0,0,0,0,2,England,Bridgetown,22 Jan 2022
37717,OF Smith,WI,0,0,0,0,0,0,2,England,Bridgetown,22 Jan 2022
37718,RJW Topley,ENG,0,0,0,0,0,0,1,West Indies,Bridgetown,23 Jan 2022
37719,SS Cottrell,WI,0,0,0,0,0,0,2,England,Bridgetown,23 Jan 2022
37720,DM Bravo,WI,0,0,0,0,0,0,1,England,Bridgetown,26 Jan 2022
37721,JO Holder,WI,0,0,0,0,0,0,1,England,Bridgetown,26 Jan 2022
37722,SS Cottrell,WI,0,0,0,0,0,0,1,England,Bridgetown,26 Jan 2022
37723,AJ Hosein,WI,0,0,0,0,0,0,1,England,Bridgetown,26 Jan 2022
37724,AU Rashid,ENG,0,0,0,0,0,0,1,West Indies,Bridgetown,29 Jan 2022
37725,TS Mills,ENG,0,0,0,0,0,0,1,West Indies,Bridgetown,29 Jan 2022
37726,RJW Topley,ENG,0,0,0,0,0,0,1,West Indies,Bridgetown,29 Jan 2022
37727,SS Cottrell,WI,0,0,0,0,0,0,2,England,Bridgetown,29 Jan 2022
37728,AJ Hosein,WI,0,0,0,0,0,0,2,England,Bridgetown,29 Jan 2022
37729,R Shepherd,WI,0,0,0,0,0,0,2,England,Bridgetown,29 Jan 2022
37730,DC Drakes,WI,0,0,0,0,0,0,2,England,Bridgetown,29 Jan 2022
37731,JO Holder,WI,0,0,0,0,0,0,1,England,Bridgetown,30 Jan 2022
37732,SS Cottrell,WI,0,0,0,0,0,0,1,England,Bridgetown,30 Jan 2022
37733,AJ Hosein,WI,0,0,0,0,0,0,1,England,Bridgetown,30 Jan 2022
37734,FA Allen,WI,0,0,0,0,0,0,1,England,Bridgetown,30 Jan 2022
37735,OF Smith,WI,0,0,0,0,0,0,1,England,Bridgetown,30 Jan 2022
37736,M Theekshana,SL,0,0,0,0,0,0,2,Australia,Sydney,11 Feb 2022
37737,Khawar Ali,OMA,0,0,0,0,0,0,1,Nepal,Al Amerat,11 Feb 2022
37738,Bilal Khan,OMA,0,0,0,0,0,0,1,Nepal,Al Amerat,11 Feb 2022
37739,Kaleemullah,OMA,0,0,0,0,0,0,1,Nepal,Al Amerat,11 Feb 2022
37740,S Lamichhane,NEP,0,0,0,0,0,0,2,Oman,Al Amerat,11 Feb 2022
37741,A Bohara,NEP,0,0,0,0,0,0,2,Oman,Al Amerat,11 Feb 2022
37742,KS Airee,NEP,0,0,0,0,0,0,2,Oman,Al Amerat,11 Feb 2022
37743,S Dhakal,NEP,0,0,0,0,0,0,2,Oman,Al Amerat,11 Feb 2022
37744,B Yadav,NEP,0,0,0,0,0,0,2,Oman,Al Amerat,11 Feb 2022
37745,Kashif Daud,UAE,0,0,0,0,0,0,1,Nepal,Al Amerat,12 Feb 2022
37746,Ahmed Raza,UAE,0,0,0,0,0,0,1,Nepal,Al Amerat,12 Feb 2022
37747,Zahoor Khan,UAE,0,0,0,0,0,0,1,Nepal,Al Amerat,12 Feb 2022
37748,Muhammad Usman,UAE,0,0,0,0,0,0,1,Nepal,Al Amerat,12 Feb 2022
37749,V Aravind,UAE,0,0,0,0,0,0,1,Nepal,Al Amerat,12 Feb 2022
37750,Junaid Siddique,UAE,0,0,0,0,0,0,1,Nepal,Al Amerat,12 Feb 2022
37751,JK Mukhiya,NEP,0,0,0,0,0,0,2,U.A.E.,Al Amerat,12 Feb 2022
37752,S Lamichhane,NEP,0,0,0,0,0,0,2,U.A.E.,Al Amerat,12 Feb 2022
37753,KS Airee,NEP,0,0,0,0,0,0,2,U.A.E.,Al Amerat,12 Feb 2022
37754,Shahab Alam,NEP,0,0,0,0,0,0,2,U.A.E.,Al Amerat,12 Feb 2022
37755,B Yadav,NEP,0,0,0,0,0,0,2,U.A.E.,Al Amerat,12 Feb 2022
37756,SC Getkate,IRE,0,0,0,0,0,0,2,Oman,Al Amerat,12 Feb 2022
37757,GH Dockrell,IRE,0,0,0,0,0,0,2,Oman,Al Amerat,12 Feb 2022
37758,CA Young,IRE,0,0,0,0,0,0,2,Oman,Al Amerat,12 Feb 2022
37759,MR Adair,IRE,0,0,0,0,0,0,2,Oman,Al Amerat,12 Feb 2022
37760,C Campher,IRE,0,0,0,0,0,0,2,Oman,Al Amerat,12 Feb 2022
37761,LJ Tucker,IRE,0,0,0,0,0,0,2,Oman,Al Amerat,12 Feb 2022
37762,JB Little,IRE,0,0,0,0,0,0,2,Oman,Al Amerat,12 Feb 2022
37763,Simi Singh,IRE,0,0,0,0,0,0,2,Oman,Al Amerat,12 Feb 2022
37764,Ahmed Raza,UAE,0,0,0,0,0,0,1,Ireland,Al Amerat,13 Feb 2022
37765,Zahoor Khan,UAE,0,0,0,0,0,0,1,Ireland,Al Amerat,13 Feb 2022
37766,KP Meiyappan,UAE,0,0,0,0,0,0,1,Ireland,Al Amerat,13 Feb 2022
37767,Junaid Siddique,UAE,0,0,0,0,0,0,1,Ireland,Al Amerat,13 Feb 2022
37768,CA Young,IRE,0,0,0,0,0,0,2,U.A.E.,Al Amerat,13 Feb 2022
37769,JB Little,IRE,0,0,0,0,0,0,2,U.A.E.,Al Amerat,13 Feb 2022
37770,KW Richardson,AUS,0,0,0,0,0,0,1,Sri Lanka,Sydney,13 Feb 2022
37771,JR Hazlewood,AUS,0,0,0,0,0,0,1,Sri Lanka,Sydney,13 Feb 2022
37772,A Zampa,AUS,0,0,0,0,0,0,1,Sri Lanka,Sydney,13 Feb 2022
37773,N Thushara,SL,0,0,0,0,0,0,2,Australia,Sydney,13 Feb 2022
37774,Akif Raja,UAE,0,0,0,0,0,0,1,Oman,Al Amerat,14 Feb 2022
37775,Fayyaz Butt,OMA,0,0,0,0,0,0,2,U.A.E.,Al Amerat,14 Feb 2022
37776,Aamir Kaleem,OMA,0,0,0,0,0,0,2,U.A.E.,Al Amerat,14 Feb 2022
37777,Khawar Ali,OMA,0,0,0,0,0,0,2,U.A.E.,Al Amerat,14 Feb 2022
37778,Bilal Khan,OMA,0,0,0,0,0,0,2,U.A.E.,Al Amerat,14 Feb 2022
37779,Kaleemullah,OMA,0,0,0,0,0,0,2,U.A.E.,Al Amerat,14 Feb 2022
37780,Naseem Khushi,OMA,0,0,0,0,0,0,2,U.A.E.,Al Amerat,14 Feb 2022
37781,JDF Vandersay,SL,0,0,0,0,0,0,1,Australia,Canberra,15 Feb 2022
37782,N Thushara,SL,0,0,0,0,0,0,1,Australia,Canberra,15 Feb 2022
37783,M Theekshana,SL,0,0,0,0,0,0,1,Australia,Canberra,15 Feb 2022
37784,MS Wade,AUS,0,0,0,0,0,0,2,Sri Lanka,Canberra,15 Feb 2022
37785,KW Richardson,AUS,0,0,0,0,0,0,2,Sri Lanka,Canberra,15 Feb 2022
37786,JR Hazlewood,AUS,0,0,0,0,0,0,2,Sri Lanka,Canberra,15 Feb 2022
37787,MA Starc,AUS,0,0,0,0,0,0,2,Sri Lanka,Canberra,15 Feb 2022
37788,DR Sams,AUS,0,0,0,0,0,0,2,Sri Lanka,Canberra,15 Feb 2022
37789,SS Cottrell,WI,0,0,0,0,0,0,1,India,Eden Gardens,16 Feb 2022
37790,FA Allen,WI,0,0,0,0,0,0,1,India,Eden Gardens,16 Feb 2022
37791,R Shepherd,WI,0,0,0,0,0,0,1,India,Eden Gardens,16 Feb 2022
37792,B Kumar,IND,0,0,0,0,0,0,2,West Indies,Eden Gardens,16 Feb 2022
37793,HV Patel,IND,0,0,0,0,0,0,2,West Indies,Eden Gardens,16 Feb 2022
37794,YS Chahal,IND,0,0,0,0,0,0,2,West Indies,Eden Gardens,16 Feb 2022
37795,DL Chahar,IND,0,0,0,0,0,0,2,West Indies,Eden Gardens,16 Feb 2022
37796,Ravi Bishnoi,IND,0,0,0,0,0,0,2,West Indies,Eden Gardens,16 Feb 2022
37797,Saad Bin Zafar,CAN,0,0,0,0,0,0,1,Philippines,Al Amerat,18 Feb 2022
37798,Kaleem Sana,CAN,0,0,0,0,0,0,1,Philippines,Al Amerat,18 Feb 2022
37799,Hamza Tariq,CAN,0,0,0,0,0,0,1,Philippines,Al Amerat,18 Feb 2022
37800,Junaid Siddiqui,CAN,0,0,0,0,0,0,1,Philippines,Al Amerat,18 Feb 2022
37801,H Thaker,CAN,0,0,0,0,0,0,1,Philippines,Al Amerat,18 Feb 2022
37802,D Heyliger,CAN,0,0,0,0,0,0,1,Philippines,Al Amerat,18 Feb 2022
37803,Ravinderpal Singh,CAN,0,0,0,0,0,0,1,Philippines,Al Amerat,18 Feb 2022
37804,J Matharu,CAN,0,0,0,0,0,0,1,Philippines,Al Amerat,18 Feb 2022
37805,GR Russ,PHI,0,0,0,0,0,0,2,Canada,Al Amerat,18 Feb 2022
37806,G Chohan,PHI,0,0,0,0,0,0,2,Canada,Al Amerat,18 Feb 2022
37807,Huzaifa Mohammed,PHI,0,0,0,0,0,0,2,Canada,Al Amerat,18 Feb 2022
37808,J Alegra,PHI,0,0,0,0,0,0,2,Canada,Al Amerat,18 Feb 2022
37809,JK Mukhiya,NEP,0,0,0,0,0,0,1,Oman,Al Amerat,18 Feb 2022
37810,A Bohara,NEP,0,0,0,0,0,0,1,Oman,Al Amerat,18 Feb 2022
37811,CBRLS Kumara,SL,0,0,0,0,0,0,1,Australia,Melbourne,18 Feb 2022
37812,MS Wade,AUS,0,0,0,0,0,0,2,Sri Lanka,Melbourne,18 Feb 2022
37813,KW Richardson,AUS,0,0,0,0,0,0,2,Sri Lanka,Melbourne,18 Feb 2022
37814,A Zampa,AUS,0,0,0,0,0,0,2,Sri Lanka,Melbourne,18 Feb 2022
37815,JA Richardson,AUS,0,0,0,0,0,0,2,Sri Lanka,Melbourne,18 Feb 2022
37816,DR Sams,AUS,0,0,0,0,0,0,2,Sri Lanka,Melbourne,18 Feb 2022
37817,Muhammad Safdar,BHR,0,0,0,0,0,0,2,Germany,Al Amerat,18 Feb 2022
37818,Imran Anwar,BHR,0,0,0,0,0,0,2,Germany,Al Amerat,18 Feb 2022
37819,Shahid Mahmood,BHR,0,0,0,0,0,0,2,Germany,Al Amerat,18 Feb 2022
37820,Waseeq Ahmed,BHR,0,0,0,0,0,0,2,Germany,Al Amerat,18 Feb 2022
37821,S Veerapathiran,BHR,0,0,0,0,0,0,2,Germany,Al Amerat,18 Feb 2022
37822,Ahmed Raza,UAE,0,0,0,0,0,0,1,Ireland,Al Amerat,18 Feb 2022
37823,Zahoor Khan,UAE,0,0,0,0,0,0,1,Ireland,Al Amerat,18 Feb 2022
37824,KP Meiyappan,UAE,0,0,0,0,0,0,1,Ireland,Al Amerat,18 Feb 2022
37825,Junaid Siddique,UAE,0,0,0,0,0,0,1,Ireland,Al Amerat,18 Feb 2022
37826,B Kumar,IND,0,0,0,0,0,0,1,West Indies,Eden Gardens,18 Feb 2022
37827,YS Chahal,IND,0,0,0,0,0,0,1,West Indies,Eden Gardens,18 Feb 2022
37828,DL Chahar,IND,0,0,0,0,0,0,1,West Indies,Eden Gardens,18 Feb 2022
37829,Ravi Bishnoi,IND,0,0,0,0,0,0,1,West Indies,Eden Gardens,18 Feb 2022
37830,JO Holder,WI,0,0,0,0,0,0,2,India,Eden Gardens,18 Feb 2022
37831,RL Chase,WI,0,0,0,0,0,0,2,India,Eden Gardens,18 Feb 2022
37832,SS Cottrell,WI,0,0,0,0,0,0,2,India,Eden Gardens,18 Feb 2022
37833,AJ Hosein,WI,0,0,0,0,0,0,2,India,Eden Gardens,18 Feb 2022
37834,R Shepherd,WI,0,0,0,0,0,0,2,India,Eden Gardens,18 Feb 2022
37835,OF Smith,WI,0,0,0,0,0,0,2,India,Eden Gardens,18 Feb 2022
37836,G Malla,NEP,0,0,0,0,0,0,1,Philippines,Al Amerat,19 Feb 2022
37837,JK Mukhiya,NEP,0,0,0,0,0,0,1,Philippines,Al Amerat,19 Feb 2022
37838,Aarif Sheikh,NEP,0,0,0,0,0,0,1,Philippines,Al Amerat,19 Feb 2022
37839,S Lamichhane,NEP,0,0,0,0,0,0,1,Philippines,Al Amerat,19 Feb 2022
37840,A Bohara,NEP,0,0,0,0,0,0,1,Philippines,Al Amerat,19 Feb 2022
37841,Gulsan Jha,NEP,0,0,0,0,0,0,1,Philippines,Al Amerat,19 Feb 2022
37842,Huzaifa Mohammed,PHI,0,0,0,0,0,0,2,Nepal,Al Amerat,19 Feb 2022
37843,Kaleem Sana,CAN,0,0,0,0,0,0,1,Oman,Al Amerat,19 Feb 2022
37844,Junaid Siddiqui,CAN,0,0,0,0,0,0,1,Oman,Al Amerat,19 Feb 2022
37845,J Matharu,CAN,0,0,0,0,0,0,1,Oman,Al Amerat,19 Feb 2022
37846,Fayyaz Butt,OMA,0,0,0,0,0,0,2,Canada,Al Amerat,19 Feb 2022
37847,Aamir Kaleem,OMA,0,0,0,0,0,0,2,Canada,Al Amerat,19 Feb 2022
37848,Khawar Ali,OMA,0,0,0,0,0,0,2,Canada,Al Amerat,19 Feb 2022
37849,Bilal Khan,OMA,0,0,0,0,0,0,2,Canada,Al Amerat,19 Feb 2022
37850,Kaleemullah,OMA,0,0,0,0,0,0,2,Canada,Al Amerat,19 Feb 2022
37851,Khurram Nawaz,OMA,0,0,0,0,0,0,2,Canada,Al Amerat,19 Feb 2022
37852,Naseem Khushi,OMA,0,0,0,0,0,0,2,Canada,Al Amerat,19 Feb 2022
37853,Sandeep Goud,OMA,0,0,0,0,0,0,2,Canada,Al Amerat,19 Feb 2022
37854,CA Young,IRE,0,0,0,0,0,0,1,Bahrain,Al Amerat,19 Feb 2022
37855,AR McBrine,IRE,0,0,0,0,0,0,1,Bahrain,Al Amerat,19 Feb 2022
37856,JB Little,IRE,0,0,0,0,0,0,1,Bahrain,Al Amerat,19 Feb 2022
37857,Simi Singh,IRE,0,0,0,0,0,0,1,Bahrain,Al Amerat,19 Feb 2022
37858,Junaid Aziz,BHR,0,0,0,0,0,0,2,Ireland,Al Amerat,19 Feb 2022
37859,Imran Anwar,BHR,0,0,0,0,0,0,2,Ireland,Al Amerat,19 Feb 2022
37860,Shahid Mahmood,BHR,0,0,0,0,0,0,2,Ireland,Al Amerat,19 Feb 2022
37861,Waseeq Ahmed,BHR,0,0,0,0,0,0,2,Ireland,Al Amerat,19 Feb 2022
37862,Ahmed Raza,UAE,0,0,0,0,0,0,1,Germany,Al Amerat,19 Feb 2022
37863,Rohan Mustafa,UAE,0,0,0,0,0,0,1,Germany,Al Amerat,19 Feb 2022
37864,Zahoor Khan,UAE,0,0,0,0,0,0,1,Germany,Al Amerat,19 Feb 2022
37865,Junaid Siddique,UAE,0,0,0,0,0,0,1,Germany,Al Amerat,19 Feb 2022
37866,KW Richardson,AUS,0,0,0,0,0,0,1,Sri Lanka,Melbourne,20 Feb 2022
37867,A Zampa,AUS,0,0,0,0,0,0,1,Sri Lanka,Melbourne,20 Feb 2022
