,Player_Name,Country,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
7197,Raghav Dhawan,UGA,27,0,17,4,0,158.82,2,Bahrain,Jinja,28 Oct 2024
7198,MG Bracewell,NZ,27,0,24,2,1,112.5,1,Sri Lanka,Dambulla,9 Nov 2024
7199,AR Patel,IND,27,0,21,4,0,128.57,1,South Africa,Gqeberha,10 Nov 2024
7200,KK Lin Thu,MYAN,27,0,31,1,0,87.09,1,Indonesia,Bali,15 Nov 2024
7201,JP Inglis,AUS,27,0,24,4,0,112.5,2,Pakistan,Hobart,18 Nov 2024
7202,Faisal Khan,KSA,27,0,17,4,1,158.82,2,U.A.E.,Doha,20 Nov 2024
7203,M Chadha,CAM,27,0,26,2,1,103.84,2,Bhutan,Doha,28 Nov 2024
7204,Asif Ali,BHR,27,0,20,3,1,135,1,U.A.E.,Doha,28 Nov 2024
7205,Riazat Ali Shah,UGA,27,0,19,5,0,142.1,1,Rwanda,Rwanda,5 Dec 2024
7206,Selim Salau,NGA,27,0,18,4,0,150,1,Uganda,Rwanda,6 Dec 2024
7207,A Natubhai Ahir,PAN,27,0,49,1,1,55.1,1,Bermuda,Buenos Aires,8 Dec 2024
7208,LF Muller,BRA,27,0,27,3,0,100,2,Suriname,Buenos Aires,8 Dec 2024
7209,A Ferguson,Arg,27,0,30,2,0,90,2,Panama,Buenos Aires,10 Dec 2024
7210,I Niyomugabo,RWN,27,0,17,2,1,158.82,1,Botswana,Rwanda,11 Dec 2024
7211,Irfan Hafejee,PAN,27,0,16,3,1,168.75,2,Bahamas,Buenos Aires,11 Dec 2024
7212,BJ Bennett,ZIM,27,0,26,2,1,103.84,2,Afghanistan,Harare,13 Dec 2024
7213,Meet Bhavsar,KUW,27,0,32,2,0,84.37,2,Bahrain,ICCA Dubai,14 Dec 2024
7214,DM Nakrani,UGA,27,0,25,1,2,108,2,Nigeria,Rwanda,14 Dec 2024
7215,PK Mohanarangam,Mex,27,0,21,4,0,128.57,2,Argentina,Buenos Aires,14 Dec 2024
7216,L Bonner,Blz,27,0,20,3,2,135,2,Brazil,Buenos Aires,15 Dec 2024
7217,Jaker Ali,BAN,27,0,27,1,2,100,1,West Indies,Kingstown,15 Dec 2024
7218,Shamim Hossain,BAN,27,0,13,1,3,207.69,1,West Indies,Kingstown,15 Dec 2024
7219,Haider Butt,BHR,27,0,26,3,1,103.84,1,Qatar,ICCA Dubai,20 Dec 2024
7220,Jatinder Singh,OMA,27,0,25,2,1,108,1,Kuwait,ICCA Dubai,20 Dec 2024
7221,Razmal Shigiwal,AUT,27,0,15,2,2,180,2,Hungary,Marsa,4 Feb 2025
7222,Sobu George,MLT,27,0,21,4,0,128.57,1,Austria,Marsa,5 Feb 2025
7223,MD Patel,USA,27,0,22,3,0,122.72,2,Oman,Al Amerat,20 Feb 2025
7224,Aamir Kaleem,OMA,27,0,22,3,1,122.72,1,U.S.A.,Al Amerat,21 Feb 2025
7225,RP Burl,ZIM,27,0,20,4,0,135,2,Ireland,Harare,23 Feb 2025
7226,FH Allen,NZ,27,0,12,5,1,225,2,Pakistan,Wellington,26 Mar 2025
7227,Junaid Mehmood,NOR,27,0,23,1,1,117.39,1,Portugal,Albergaria,7 Apr 2025
7228,Nizakat Khan,HKG,27,0,26,1,1,103.84,1,Qatar,Mong Kok,13 Apr 2025
7229,A McKnight,,27,0,32,3,1,84.37,1,Mexico,Panama City,18 Apr 2025
7230,DMW Rawlins,BER,27,0,20,2,0,135,1,Cayman,George Town,20 Apr 2025
7231,G Gune,SGP,27,0,33,1,0,81.81,2,Malaysia,Kuala Lumpur,24 Apr 2025
7232,Usman Najeeb,KSA,27,0,12,2,2,225,1,Thailand,Kuala Lumpur,24 Apr 2025
7233,Syed Aziz,MAS,27,0,16,4,1,168.75,2,Saudi Arabia,Kuala Lumpur,26 Apr 2025
7234,J Baker,CAY,27,0,17,4,1,158.82,1,Canada,George Town,26 Apr 2025
7235,Abdul Waheed,KSA,27,0,17,1,3,158.82,1,Thailand,Kuala Lumpur,28 Apr 2025
7236,R Dianish,MLT,27,0,13,3,1,207.69,1,Estonia,Marsa,6 May 2025
7237,Najmul Hossain Shanto,BAN,27,0,19,2,1,142.1,1,U.A.E.,Sharjah,19 May 2025
7238,Arjun Vinod,SUI,27,0,27,4,1,100,2,Austria,Latschach,30 May 2025
7239,SP Gomes,POR,27,0,16,3,1,168.75,2,Belgium,Zemst,30 May 2025
7240,Khizer Ahmed,NOR,27,0,27,2,0,100,2,Finland,Ishoj,15 Jun 2025
7241,B Sharki,NEP,27,0,16,2,1,168.75,2,Netherlands,Glasgow,19 Jun 2025
7242,RK Paudel,NEP,27,0,20,4,0,135,2,Scotland,Glasgow,20 Jun 2025
7243,Tarun Sharma,SVN,27,0,16,2,1,168.75,1,Hungary,Szodliget,22 Jun 2025
7244,Rasheed Ali Mamadkhel,SVN,27,0,12,2,2,225,1,Hungary,Szodliget,22 Jun 2025
7245,SKS Gill,LUX,27,0,27,2,0,100,2,Switzerland,Walferdange,22 Jun 2025
7246,Karanbir Singh,AUT,27,0,19,3,1,142.1,2,Belgium,Ilfov County,28 Jun 2025
7247,JW Jenner,JER,27,0,13,5,0,207.69,1,Netherlands,The Hague,5 Jul 2025
7248,PR Surve,INA,27,0,27,2,0,100,1,South Korea,Bali,12 Jul 2025
7249,N Nazmussakib,SKOR,27,0,30,4,0,90,2,Philippines,Bali,12 Jul 2025
7250,A Limdawala,MWI,27,0,21,2,2,128.57,1,Bahrain,Blantyre,12 Jul 2025
7251,IDM Latin,GIBR,27,0,23,4,0,117.39,2,Turkey,Sofia,12 Jul 2025
7252,M Gogev,BUL,27,0,12,2,3,225,2,Gibraltar,Sofia,13 Jul 2025
7253,LG Pretorius,SA,27,0,17,6,0,158.82,2,New Zealand,Harare,16 Jul 2025
7254,Waji Ul Hassan,KSA,27,0,30,3,0,90,2,Qatar,Doha,18 Jul 2025
7255,SH Venugopal,SGP,27,0,28,2,0,96.42,2,Samoa,Singapore,22 Jul 2025
7256,SY Nihute,MWI,27,0,33,1,1,81.81,2,Bahrain,Rwanda,23 Jul 2025
7257,SJ French,Samoa,27,0,32,2,0,84.37,1,Malaysia,Singapore,24 Jul 2025
7258,Mohammad Nawaz,3,27,0,16,2,2,168.75,1,Bangladesh,Mirpur,24 Jul 2025
7259,MP Ainsworth,HUN,27,0,31,1,1,87.09,1,Romania,Szodliget,25 Jul 2025
7260,Atif Rasheed,FIN,27,0,31,3,0,87.09,1,Estonia,Tallinn,25 Jul 2025
7261,V Ravindran,HUN,27,0,31,3,1,87.09,1,Luxembourg,Szodliget,25 Jul 2025
7262,Muhammad Usman,HUN,27,0,15,1,3,180,1,Luxembourg,Szodliget,25 Jul 2025
7263,Anshuman Rath,HKG,27,0,12,3,1,225,1,Malaysia,Singapore,26 Jul 2025
7264,V Saini,ROM,27,0,20,3,0,135,1,Czech Rep.,Ilfov County,22 Aug 2025
7265,V Saini,ROM,27,0,29,1,0,93.1,1,Czech Rep.,Ilfov County,22 Aug 2025
7266,Sojib Miah,CZK-R,27,0,13,2,3,207.69,2,Romania,Ilfov County,22 Aug 2025
7267,Saber Zakhil,BEL,27,0,23,3,1,117.39,1,Austria,Latschach,24 Aug 2025
7268,Karanbir Singh,AUT,27,0,19,4,1,142.1,2,Belgium,Latschach,24 Aug 2025
7269,A Sharafu,UAE,27,0,23,3,1,117.39,2,Afghanistan,Sharjah,5 Sep 2025
7270,Fakhar Zaman,PAK,27,0,26,2,1,103.84,1,Afghanistan,Sharjah,7 Sep 2025
7271,Hammad Mirza,OMA,27,0,23,3,1,117.39,2,Pakistan,Dubai (DICS),12 Sep 2025
7272,SM Curran,ENG,27,0,15,0,3,180,2,Ireland,Dublin (Malahide),17 Sep 2025
7273,SZ Vayani,MWI,27,0,25,2,0,108,1,Nigeria,Harare,26 Sep 2025
7274,Hammad Mirza,OMA,27,0,25,3,0,108,2,Kuwait,Al Amerat,29 Sep 2025
7275,SI Runsewe,NGA,27,0,32,2,0,84.37,1,Kenya,Harare,30 Sep 2025
7276,D Visser,Samoa,27,0,29,3,0,93.1,2,Japan,Al Amerat,12 Oct 2025
7277,Karanbir Singh,AUT,27,0,12,5,1,225,1,Romania,Ilfov County,19 Oct 2025
7278,Azmatullah Omarzai,AFG,27,0,21,1,1,128.57,1,Zimbabwe,Harare,29 Oct 2025
