Player,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
JC Buttler,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
L Wood,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
BA Carse,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
SM Curran,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
PD Salt,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
T Banton,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
HC Brook,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
JM Cox,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
JG Bethell,TDNB,-,-,-,-,-,New Zealand,Christchurch,18 Oct 2025
DJ Mitchell,DNB,-,-,-,-,1,England,Christchurch,18 Oct 2025
MS Chapman,DNB,-,-,-,-,1,England,Christchurch,18 Oct 2025
TL Seifert,DNB,-,-,-,-,1,England,Christchurch,18 Oct 2025
R Ravindra,DNB,-,-,-,-,1,England,Christchurch,18 Oct 2025
TB Robinson,DNB,-,-,-,-,1,England,Christchurch,18 Oct 2025
A Randhawa,DNB,-,-,-,-,1,Romania,Ilfov County,18 Oct 2025
Amar Naeem,DNB,-,-,-,-,1,Romania,Ilfov County,18 Oct 2025
Zeshan Arif,DNB,-,-,-,-,1,Romania,Ilfov County,18 Oct 2025
MPS Cheema,DNB,-,-,-,-,1,Romania,Ilfov County,18 Oct 2025
Ranjit Singh,DNB,-,-,-,-,1,Romania,Ilfov County,18 Oct 2025
G Manan,DNB,-,-,-,-,2,Austria,Ilfov County,18 Oct 2025
S Periyalwar,DNB,-,-,-,-,2,Austria,Ilfov County,18 Oct 2025
Rohit Kumar,DNB,-,-,-,-,2,Austria,Ilfov County,18 Oct 2025
Md Ariyan,DNB,-,-,-,-,2,Austria,Ilfov County,18 Oct 2025
G Manan,DNB,-,-,-,-,1,Austria,Ilfov County,18 Oct 2025
Rohit Kumar,DNB,-,-,-,-,1,Austria,Ilfov County,18 Oct 2025
Luca Petre,DNB,-,-,-,-,1,Austria,Ilfov County,18 Oct 2025
Md Ariyan,DNB,-,-,-,-,1,Austria,Ilfov County,18 Oct 2025
A Randhawa,DNB,-,-,-,-,2,Romania,Ilfov County,18 Oct 2025
Amar Naeem,DNB,-,-,-,-,2,Romania,Ilfov County,18 Oct 2025
Zeshan Arif,DNB,-,-,-,-,2,Romania,Ilfov County,18 Oct 2025
Ranjit Singh,DNB,-,-,-,-,2,Romania,Ilfov County,18 Oct 2025
A Randhawa,DNB,-,-,-,-,1,Romania,Ilfov County,19 Oct 2025
Amar Naeem,DNB,-,-,-,-,1,Romania,Ilfov County,19 Oct 2025
Zeshan Arif,DNB,-,-,-,-,1,Romania,Ilfov County,19 Oct 2025
Arsalan Arif,DNB,-,-,-,-,1,Romania,Ilfov County,19 Oct 2025
Ranjit Singh,DNB,-,-,-,-,1,Romania,Ilfov County,19 Oct 2025
S Periyalwar,DNB,-,-,-,-,2,Austria,Ilfov County,19 Oct 2025
R Pisal,DNB,-,-,-,-,2,Austria,Ilfov County,19 Oct 2025
Rohit Kumar,DNB,-,-,-,-,2,Austria,Ilfov County,19 Oct 2025
Luca Petre,DNB,-,-,-,-,2,Austria,Ilfov County,19 Oct 2025
Md Ariyan,DNB,-,-,-,-,2,Austria,Ilfov County,19 Oct 2025
G Manan,DNB,-,-,-,-,1,Austria,Ilfov County,19 Oct 2025
S Periyalwar,DNB,-,-,-,-,1,Austria,Ilfov County,19 Oct 2025
R Pisal,DNB,-,-,-,-,1,Austria,Ilfov County,19 Oct 2025
Rohit Kumar,DNB,-,-,-,-,1,Austria,Ilfov County,19 Oct 2025
Md Ariyan,DNB,-,-,-,-,1,Austria,Ilfov County,19 Oct 2025
A Randhawa,DNB,-,-,-,-,2,Romania,Ilfov County,19 Oct 2025
Amar Naeem,DNB,-,-,-,-,2,Romania,Ilfov County,19 Oct 2025
Arsalan Arif,DNB,-,-,-,-,2,Romania,Ilfov County,19 Oct 2025
Baseer Khan,DNB,-,-,-,-,2,Romania,Ilfov County,19 Oct 2025
Ranjit Singh,DNB,-,-,-,-,2,Romania,Ilfov County,19 Oct 2025
DJ Mitchell,DNB,-,-,-,-,1,England,Christchurch,20 Oct 2025
MS Chapman,DNB,-,-,-,-,1,England,Christchurch,20 Oct 2025
TL Seifert,DNB,-,-,-,-,1,England,Christchurch,20 Oct 2025
R Ravindra,DNB,-,-,-,-,1,England,Christchurch,20 Oct 2025
TB Robinson,DNB,-,-,-,-,1,England,Christchurch,20 Oct 2025
JC Buttler,DNB,-,-,-,-,2,New Zealand,Christchurch,20 Oct 2025
PD Salt,DNB,-,-,-,-,2,New Zealand,Christchurch,20 Oct 2025
T Banton,DNB,-,-,-,-,2,New Zealand,Christchurch,20 Oct 2025
HC Brook,DNB,-,-,-,-,2,New Zealand,Christchurch,20 Oct 2025
JM Cox,DNB,-,-,-,-,2,New Zealand,Christchurch,20 Oct 2025
JG Bethell,DNB,-,-,-,-,2,New Zealand,Christchurch,20 Oct 2025
MG Bracewell,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
JDS Neesham,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
DJ Mitchell,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
MS Chapman,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
MJ Santner,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
MJ Henry,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
JA Duffy,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
TL Seifert,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
R Ravindra,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
ZG Foulkes,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
TB Robinson,TDNB,-,-,-,-,-,England,Auckland,23 Oct 2025
LA Dawson,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
AU Rashid,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
JC Buttler,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
SM Curran,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
PD Salt,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
T Banton,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
HC Brook,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
JM Cox,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
JG Bethell,DNB,-,-,-,-,1,New Zealand,Auckland,23 Oct 2025
Nurul Hasan,DNB,-,-,-,-,1,West Indies,Chattogram,27 Oct 2025
Litton Das,DNB,-,-,-,-,1,West Indies,Chattogram,27 Oct 2025
Saif Hassan,DNB,-,-,-,-,1,West Indies,Chattogram,27 Oct 2025
Tanzid Hasan,DNB,-,-,-,-,1,West Indies,Chattogram,27 Oct 2025
Towhid Hridoy,DNB,-,-,-,-,1,West Indies,Chattogram,27 Oct 2025
Shamim Hossain,DNB,-,-,-,-,1,West Indies,Chattogram,27 Oct 2025
RL Chase,DNB,-,-,-,-,2,Bangladesh,Chattogram,27 Oct 2025
SD Hope,DNB,-,-,-,-,2,Bangladesh,Chattogram,27 Oct 2025
BA King,DNB,-,-,-,-,2,Bangladesh,Chattogram,27 Oct 2025
R Powell,DNB,-,-,-,-,2,Bangladesh,Chattogram,27 Oct 2025
SE Rutherford,DNB,-,-,-,-,2,Bangladesh,Chattogram,27 Oct 2025
A Athanaze,DNB,-,-,-,-,2,Bangladesh,Chattogram,27 Oct 2025
Babar Azam,DNB,-,-,-,-,1,South Africa,Rawalpindi,28 Oct 2025
Sahibzada Farhan,DNB,-,-,-,-,1,South Africa,Rawalpindi,28 Oct 2025
Faheem Ashraf,DNB,-,-,-,-,1,South Africa,Rawalpindi,28 Oct 2025
Usman Khan,DNB,-,-,-,-,1,South Africa,Rawalpindi,28 Oct 2025
Hasan Nawaz,DNB,-,-,-,-,1,South Africa,Rawalpindi,28 Oct 2025
RR Hendricks,DNB,-,-,-,-,2,Pakistan,Rawalpindi,28 Oct 2025
Q de Kock,DNB,-,-,-,-,2,Pakistan,Rawalpindi,28 Oct 2025
MP Breetzke,DNB,-,-,-,-,2,Pakistan,Rawalpindi,28 Oct 2025
T de Zorzi,DNB,-,-,-,-,2,Pakistan,Rawalpindi,28 Oct 2025
D Ferreira,DNB,-,-,-,-,2,Pakistan,Rawalpindi,28 Oct 2025
D Brevis,DNB,-,-,-,-,2,Pakistan,Rawalpindi,28 Oct 2025
SV Samson,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
SA Yadav,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
AR Patel,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
Kuldeep Yadav,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
JJ Bumrah,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
S Dube,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
Shubman Gill,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
Abhishek Sharma,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
CV Varun,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
NT Tilak Varma,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
Harshit Rana,TDNB,-,-,-,-,-,Australia,Canberra,29 Oct 2025
MR Marsh,DNB,-,-,-,-,1,India,Canberra,29 Oct 2025
TM Head,DNB,-,-,-,-,1,India,Canberra,29 Oct 2025
JP Inglis,DNB,-,-,-,-,1,India,Canberra,29 Oct 2025
TH David,DNB,-,-,-,-,1,India,Canberra,29 Oct 2025
JR Philippe,DNB,-,-,-,-,1,India,Canberra,29 Oct 2025
MJ Owen,DNB,-,-,-,-,1,India,Canberra,29 Oct 2025
BRM Taylor,DNB,-,-,-,-,1,Afghanistan,Harare,29 Oct 2025
T Marumani,DNB,-,-,-,-,1,Afghanistan,Harare,29 Oct 2025
BJ Bennett,DNB,-,-,-,-,1,Afghanistan,Harare,29 Oct 2025
T Munyonga,DNB,-,-,-,-,1,Afghanistan,Harare,29 Oct 2025
T Musekiwa,DNB,-,-,-,-,1,Afghanistan,Harare,29 Oct 2025
Mohammad Nabi,DNB,-,-,-,-,2,Zimbabwe,Harare,29 Oct 2025
Darwish Rasooli,DNB,-,-,-,-,2,Zimbabwe,Harare,29 Oct 2025
Ibrahim Zadran,DNB,-,-,-,-,2,Zimbabwe,Harare,29 Oct 2025
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Zimbabwe,Harare,29 Oct 2025
Sediqullah Atal,DNB,-,-,-,-,2,Zimbabwe,Harare,29 Oct 2025
Litton Das,DNB,-,-,-,-,1,West Indies,Chattogram,29 Oct 2025
Jaker Ali,DNB,-,-,-,-,1,West Indies,Chattogram,29 Oct 2025
Tanzid Hasan,DNB,-,-,-,-,1,West Indies,Chattogram,29 Oct 2025
Towhid Hridoy,DNB,-,-,-,-,1,West Indies,Chattogram,29 Oct 2025
SD Hope,DNB,-,-,-,-,2,Bangladesh,Chattogram,29 Oct 2025
BA King,DNB,-,-,-,-,2,Bangladesh,Chattogram,29 Oct 2025
R Powell,DNB,-,-,-,-,2,Bangladesh,Chattogram,29 Oct 2025
SE Rutherford,DNB,-,-,-,-,2,Bangladesh,Chattogram,29 Oct 2025
A Athanaze,DNB,-,-,-,-,2,Bangladesh,Chattogram,29 Oct 2025
M Sohel Patel,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
P Jayeshbhai Patel,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
Rizwan Mangera,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
Abdulla Bhoola,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
MY Bawa,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
YK Abovat,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
Faizal Salehji,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
Meet Ahir,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
Safvan Patel,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
Abdul Makda,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
Nathan Ingleston,TDNB,-,-,-,-,-,Mexico,Itaguai,30 Oct 2025
S Kaveri,DNB,-,-,-,-,1,Panama,Itaguai,30 Oct 2025
PR Santhanakrishnan,DNB,-,-,-,-,1,Panama,Itaguai,30 Oct 2025
PK Mohanarangam,DNB,-,-,-,-,1,Panama,Itaguai,30 Oct 2025
D Panda,DNB,-,-,-,-,1,Panama,Itaguai,30 Oct 2025
J Byrappa,DNB,-,-,-,-,1,Panama,Itaguai,30 Oct 2025
SK Lahiri,DNB,-,-,-,-,1,Panama,Itaguai,30 Oct 2025
Gurpreet Singh,DNB,-,-,-,-,1,Panama,Itaguai,30 Oct 2025
LA Dunbar,DNB,-,-,-,-,1,Cyprus,Episkopi,31 Oct 2025
A Dizija,DNB,-,-,-,-,1,Cyprus,Episkopi,31 Oct 2025
BM Pecic,DNB,-,-,-,-,1,Cyprus,Episkopi,31 Oct 2025
AA Senn,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
R Mazumder,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
Scott Austin,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
Ashish Bam,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
MR Marsh,DNB,-,-,-,-,1,India,Melbourne,31 Oct 2025
TM Head,DNB,-,-,-,-,1,India,Melbourne,31 Oct 2025
MW Short,DNB,-,-,-,-,1,India,Melbourne,31 Oct 2025
JP Inglis,DNB,-,-,-,-,1,India,Melbourne,31 Oct 2025
TH David,DNB,-,-,-,-,1,India,Melbourne,31 Oct 2025
SV Samson,DNB,-,-,-,-,2,Australia,Melbourne,31 Oct 2025
SA Yadav,DNB,-,-,-,-,2,Australia,Melbourne,31 Oct 2025
AR Patel,DNB,-,-,-,-,2,Australia,Melbourne,31 Oct 2025
S Dube,DNB,-,-,-,-,2,Australia,Melbourne,31 Oct 2025
Shubman Gill,DNB,-,-,-,-,2,Australia,Melbourne,31 Oct 2025
Abhishek Sharma,DNB,-,-,-,-,2,Australia,Melbourne,31 Oct 2025
NT Tilak Varma,DNB,-,-,-,-,2,Australia,Melbourne,31 Oct 2025
LA Dunbar,DNB,-,-,-,-,1,Cyprus,Episkopi,31 Oct 2025
A Dizija,DNB,-,-,-,-,1,Cyprus,Episkopi,31 Oct 2025
BM Pecic,DNB,-,-,-,-,1,Cyprus,Episkopi,31 Oct 2025
A Lazic,DNB,-,-,-,-,1,Cyprus,Episkopi,31 Oct 2025
S Savkovic,DNB,-,-,-,-,1,Cyprus,Episkopi,31 Oct 2025
AA Senn,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
M Gunasekara,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
R Mazumder,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
Scott Austin,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
AUKDS Kalugala,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
Ashish Bam,DNB,-,-,-,-,2,Serbia,Episkopi,31 Oct 2025
Shahidullah,DNB,-,-,-,-,1,Zimbabwe,Harare,31 Oct 2025
Darwish Rasooli,DNB,-,-,-,-,1,Zimbabwe,Harare,31 Oct 2025
Ibrahim Zadran,DNB,-,-,-,-,1,Zimbabwe,Harare,31 Oct 2025
Rahmanullah Gurbaz,DNB,-,-,-,-,1,Zimbabwe,Harare,31 Oct 2025
Sediqullah Atal,DNB,-,-,-,-,1,Zimbabwe,Harare,31 Oct 2025
BRM Taylor,DNB,-,-,-,-,2,Afghanistan,Harare,31 Oct 2025
D Myers,DNB,-,-,-,-,2,Afghanistan,Harare,31 Oct 2025
BJ Bennett,DNB,-,-,-,-,2,Afghanistan,Harare,31 Oct 2025
T Munyonga,DNB,-,-,-,-,2,Afghanistan,Harare,31 Oct 2025
T Musekiwa,DNB,-,-,-,-,2,Afghanistan,Harare,31 Oct 2025
BA King,DNB,-,-,-,-,1,Bangladesh,Chattogram,31 Oct 2025
R Powell,DNB,-,-,-,-,1,Bangladesh,Chattogram,31 Oct 2025
AA Jangoo,DNB,-,-,-,-,1,Bangladesh,Chattogram,31 Oct 2025
A Athanaze,DNB,-,-,-,-,1,Bangladesh,Chattogram,31 Oct 2025
AWJ Auguste,DNB,-,-,-,-,1,Bangladesh,Chattogram,31 Oct 2025
Nurul Hasan,DNB,-,-,-,-,2,West Indies,Chattogram,31 Oct 2025
Litton Das,DNB,-,-,-,-,2,West Indies,Chattogram,31 Oct 2025
Saif Hassan,DNB,-,-,-,-,2,West Indies,Chattogram,31 Oct 2025
Jaker Ali,DNB,-,-,-,-,2,West Indies,Chattogram,31 Oct 2025
Tanzid Hasan,DNB,-,-,-,-,2,West Indies,Chattogram,31 Oct 2025
Parvez Hossain Emon,DNB,-,-,-,-,2,West Indies,Chattogram,31 Oct 2025
G Caisley,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
G Oliveira,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
LH Rodrigues,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
Yasar Haroon,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
L Maximo,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
LF Muller,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
Kawsar Khan,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
MFI Assuncao,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
CC Machado,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
LG Moras,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
FC Muniz,TDNB,-,-,-,-,-,Panama,Itaguai,31 Oct 2025
M Sohel Patel,DNB,-,-,-,-,1,Brazil,Itaguai,31 Oct 2025
Rizwan Mangera,DNB,-,-,-,-,1,Brazil,Itaguai,31 Oct 2025
Abdulla Bhoola,DNB,-,-,-,-,1,Brazil,Itaguai,31 Oct 2025
SG Ahir,DNB,-,-,-,-,1,Brazil,Itaguai,31 Oct 2025
YK Abovat,DNB,-,-,-,-,1,Brazil,Itaguai,31 Oct 2025
Babar Azam,DNB,-,-,-,-,1,South Africa,Lahore,31 Oct 2025
Salman Agha,DNB,-,-,-,-,1,South Africa,Lahore,31 Oct 2025
Sahibzada Farhan,DNB,-,-,-,-,1,South Africa,Lahore,31 Oct 2025
Usman Khan,DNB,-,-,-,-,1,South Africa,Lahore,31 Oct 2025
Saim Ayub,DNB,-,-,-,-,1,South Africa,Lahore,31 Oct 2025
Hasan Nawaz,DNB,-,-,-,-,1,South Africa,Lahore,31 Oct 2025
RR Hendricks,DNB,-,-,-,-,2,Pakistan,Lahore,31 Oct 2025
Q de Kock,DNB,-,-,-,-,2,Pakistan,Lahore,31 Oct 2025
MP Breetzke,DNB,-,-,-,-,2,Pakistan,Lahore,31 Oct 2025
T de Zorzi,DNB,-,-,-,-,2,Pakistan,Lahore,31 Oct 2025
D Brevis,DNB,-,-,-,-,2,Pakistan,Lahore,31 Oct 2025
H Lakov,DNB,-,-,-,-,1,Serbia,Episkopi,1 Nov 2025
Isa Zaroo,DNB,-,-,-,-,1,Serbia,Episkopi,1 Nov 2025
M Gogev,DNB,-,-,-,-,1,Serbia,Episkopi,1 Nov 2025
Manan Bashir,DNB,-,-,-,-,1,Serbia,Episkopi,1 Nov 2025
K Krishnakumar,DNB,-,-,-,-,1,Serbia,Episkopi,1 Nov 2025
LA Dunbar,DNB,-,-,-,-,2,Bulgaria,Episkopi,1 Nov 2025
S Tosic,DNB,-,-,-,-,2,Bulgaria,Episkopi,1 Nov 2025
A Dizija,DNB,-,-,-,-,2,Bulgaria,Episkopi,1 Nov 2025
BM Pecic,DNB,-,-,-,-,2,Bulgaria,Episkopi,1 Nov 2025
A Lazic,DNB,-,-,-,-,2,Bulgaria,Episkopi,1 Nov 2025
S Savkovic,DNB,-,-,-,-,2,Bulgaria,Episkopi,1 Nov 2025
LA Dunbar,DNB,-,-,-,-,1,Bulgaria,Episkopi,1 Nov 2025
A Dizija,DNB,-,-,-,-,1,Bulgaria,Episkopi,1 Nov 2025
BM Pecic,DNB,-,-,-,-,1,Bulgaria,Episkopi,1 Nov 2025
RW Hartley,DNB,-,-,-,-,1,Bulgaria,Episkopi,1 Nov 2025
Isa Zaroo,DNB,-,-,-,-,2,Serbia,Episkopi,1 Nov 2025
Manan Bashir,DNB,-,-,-,-,2,Serbia,Episkopi,1 Nov 2025
O Duff,DNB,-,-,-,-,2,Serbia,Episkopi,1 Nov 2025
K Krishnakumar,DNB,-,-,-,-,2,Serbia,Episkopi,1 Nov 2025
Babar Azam,DNB,-,-,-,-,1,South Africa,Lahore,1 Nov 2025
Salman Agha,DNB,-,-,-,-,1,South Africa,Lahore,1 Nov 2025
Sahibzada Farhan,DNB,-,-,-,-,1,South Africa,Lahore,1 Nov 2025
Usman Khan,DNB,-,-,-,-,1,South Africa,Lahore,1 Nov 2025
Hasan Nawaz,DNB,-,-,-,-,1,South Africa,Lahore,1 Nov 2025
RR Hendricks,DNB,-,-,-,-,2,Pakistan,Lahore,1 Nov 2025
Q de Kock,DNB,-,-,-,-,2,Pakistan,Lahore,1 Nov 2025
MP Breetzke,DNB,-,-,-,-,2,Pakistan,Lahore,1 Nov 2025
D Brevis,DNB,-,-,-,-,2,Pakistan,Lahore,1 Nov 2025
LG Pretorius,DNB,-,-,-,-,2,Pakistan,Lahore,1 Nov 2025
AA Senn,DNB,-,-,-,-,1,Bulgaria,Episkopi,2 Nov 2025
R Mazumder,DNB,-,-,-,-,1,Bulgaria,Episkopi,2 Nov 2025
Scott Austin,DNB,-,-,-,-,1,Bulgaria,Episkopi,2 Nov 2025
AUKDS Kalugala,DNB,-,-,-,-,1,Bulgaria,Episkopi,2 Nov 2025
S Tharanga,DNB,-,-,-,-,1,Bulgaria,Episkopi,2 Nov 2025
H Lakov,DNB,-,-,-,-,2,Cyprus,Episkopi,2 Nov 2025
Isa Zaroo,DNB,-,-,-,-,2,Cyprus,Episkopi,2 Nov 2025
Manan Bashir,DNB,-,-,-,-,2,Cyprus,Episkopi,2 Nov 2025
Firas Hussain,DNB,-,-,-,-,2,Cyprus,Episkopi,2 Nov 2025
K Krishnakumar,DNB,-,-,-,-,2,Cyprus,Episkopi,2 Nov 2025
SA Yadav,DNB,-,-,-,-,1,Australia,Hobart,2 Nov 2025
Washington Sundar,DNB,-,-,-,-,1,Australia,Hobart,2 Nov 2025
JM Sharma,DNB,-,-,-,-,1,Australia,Hobart,2 Nov 2025
Shubman Gill,DNB,-,-,-,-,1,Australia,Hobart,2 Nov 2025
NT Tilak Varma,DNB,-,-,-,-,1,Australia,Hobart,2 Nov 2025
MR Marsh,DNB,-,-,-,-,2,India,Hobart,2 Nov 2025
TM Head,DNB,-,-,-,-,2,India,Hobart,2 Nov 2025
JP Inglis,DNB,-,-,-,-,2,India,Hobart,2 Nov 2025
TH David,DNB,-,-,-,-,2,India,Hobart,2 Nov 2025
MJ Owen,DNB,-,-,-,-,2,India,Hobart,2 Nov 2025
H Lakov,DNB,-,-,-,-,1,Cyprus,Episkopi,2 Nov 2025
Isa Zaroo,DNB,-,-,-,-,1,Cyprus,Episkopi,2 Nov 2025
M Gogev,DNB,-,-,-,-,1,Cyprus,Episkopi,2 Nov 2025
Manan Bashir,DNB,-,-,-,-,1,Cyprus,Episkopi,2 Nov 2025
K Krishnakumar,DNB,-,-,-,-,1,Cyprus,Episkopi,2 Nov 2025
AA Senn,DNB,-,-,-,-,2,Bulgaria,Episkopi,2 Nov 2025
R Mazumder,DNB,-,-,-,-,2,Bulgaria,Episkopi,2 Nov 2025
S Tharanga,DNB,-,-,-,-,2,Bulgaria,Episkopi,2 Nov 2025
BRM Taylor,DNB,-,-,-,-,1,Afghanistan,Harare,2 Nov 2025
D Myers,DNB,-,-,-,-,1,Afghanistan,Harare,2 Nov 2025
C Madande,DNB,-,-,-,-,1,Afghanistan,Harare,2 Nov 2025
BJ Bennett,DNB,-,-,-,-,1,Afghanistan,Harare,2 Nov 2025
T Musekiwa,DNB,-,-,-,-,1,Afghanistan,Harare,2 Nov 2025
Shahidullah,DNB,-,-,-,-,2,Zimbabwe,Harare,2 Nov 2025
Darwish Rasooli,DNB,-,-,-,-,2,Zimbabwe,Harare,2 Nov 2025
Ibrahim Zadran,DNB,-,-,-,-,2,Zimbabwe,Harare,2 Nov 2025
Rahmanullah Gurbaz,DNB,-,-,-,-,2,Zimbabwe,Harare,2 Nov 2025
Sediqullah Atal,DNB,-,-,-,-,2,Zimbabwe,Harare,2 Nov 2025
L Maximo,DNB,-,-,-,-,1,Mexico,Seropedica,2 Nov 2025
LF Muller,DNB,-,-,-,-,1,Mexico,Seropedica,2 Nov 2025
MFI Assuncao,DNB,-,-,-,-,1,Mexico,Seropedica,2 Nov 2025
CC Machado,DNB,-,-,-,-,1,Mexico,Seropedica,2 Nov 2025
Rejaul Karim,DNB,-,-,-,-,1,Mexico,Seropedica,2 Nov 2025
S Kaveri,DNB,-,-,-,-,2,Brazil,Seropedica,2 Nov 2025
PR Santhanakrishnan,DNB,-,-,-,-,2,Brazil,Seropedica,2 Nov 2025
J Byrappa,DNB,-,-,-,-,2,Brazil,Seropedica,2 Nov 2025
AA Senn,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
R Mazumder,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
Scott Austin,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
AUKDS Kalugala,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
Ashish Bam,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
H Lakov,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
D Nikolov,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
Gagandeep Singh,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
Isa Zaroo,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
K Krishnakumar,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
AA Senn,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
R Mazumder,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
Scott Austin,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
Taranjit Singh,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
Ashish Bam,DNB,-,-,-,-,1,Bulgaria,Episkopi,3 Nov 2025
H Lakov,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
D Nikolov,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
Isa Zaroo,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
Manan Bashir,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
K Krishnakumar,DNB,-,-,-,-,2,Cyprus,Episkopi,3 Nov 2025
MG Bracewell,DNB,-,-,-,-,1,West Indies,Auckland,5 Nov 2025
DP Conway,DNB,-,-,-,-,1,West Indies,Auckland,5 Nov 2025
