Player,Overs,Maidens,Runs,Wickets,Economy,Inns,Opposition,Ground,Start_Date
AR Ramjani,4.0,0,13,4,3.25,2,Malawi,Harare,2 Oct 2025
Waqar Ali,4.0,0,13,4,3.25,2,Serbia,Episkopi,31 Oct 2025
MJ Humphreys,4.0,0,13,4,3.25,2,Bangladesh,Chattogram,27 Nov 2025
Ali Dawood,4.0,0,13,4,3.25,1,Bhutan,Gelephu,13 Dec 2025
LH Ferguson,3.2,0,14,4,4.2,2,Ireland,Belfast,18 Jul 2022
S Wickramasekara,3.0,0,14,4,4.66,2,Estonia,Vantaa,28 Jul 2022
K Nassoro,4.0,0,14,4,3.5,1,Cameroon,Benoni,17 Sep 2022
K Waiswa,4.0,0,14,4,3.5,2,Mozambique,Benoni,18 Sep 2022
J Baguma,4.0,1,14,4,3.5,2,Rwanda,Rwanda,14 Dec 2022
P Cabebula,3.1,0,14,4,4.42,2,Samoa,Suva,14 Mar 2023
SO Ngoche,4.0,0,14,4,3.5,2,Uganda,Nairobi (Gym),10 Jun 2023
GK Berg,4.0,0,14,4,3.5,2,Denmark,Edinburgh,25 Jul 2023
Hisham Shaikh,4.0,0,14,4,3.5,1,Qatar,Doha,29 Sep 2023
P Aho,1.3,0,14,4,9.33,1,Rwanda,Lagos,14 Oct 2023
Junaid Siddique,4.0,0,14,4,3.5,1,Scotland,Dubai (DICS),11 Mar 2024
Rashid Khan,4.0,0,14,4,3.5,2,Ireland,Sharjah,17 Mar 2024
Rahmatullah Mangal,3.3,0,14,4,4,1,Belgium,Dreux,11 May 2024
Syed Maisam Ali,3.0,0,14,4,4.66,2,Isle of Man,Spinaceto,16 Jun 2024
SZ Vayani,4.0,0,14,4,3.5,2,Lesotho,Dar-es-Salaam,21 Sep 2024
N Advani,2.2,0,14,4,6,1,Serbia,Gibraltar,30 Sep 2024
Abbas Ghani,3.1,0,14,4,4.42,1,Austria,Marsa,5 Feb 2025
JA Duffy,3.4,0,14,4,3.81,1,Pakistan,Christchurch,16 Mar 2025
Shivam Sharma,4.0,0,14,4,3.5,2,Cayman,George Town,23 Apr 2025
Izaz Ali,3.0,0,14,4,4.66,2,Austria,Graz,18 May 2025
Bilal Zalmai,4.0,0,14,4,3.5,1,Czech Rep.,Vinor,8 Jun 2025
C Bosch,4.0,0,14,4,3.5,2,Pakistan,Rawalpindi,28 Oct 2025
P Useni,4.0,0,14,4,3.5,2,Zambia,Abuja,4 Dec 2025
HA Chohan,4.0,0,15,4,3.75,1,Sierra Leone,Rwanda,1 Dec 2022
P Aho,4.0,0,15,4,3.75,1,Ghana,Rwanda,9 Dec 2022
DL Brangman,4.0,0,15,4,3.75,1,Bahamas,Buenos Aires,4 Mar 2023
Fazil Rahman,4.0,0,15,4,3.75,2,Gibraltar,Gibraltar,7 May 2023
E Rukiriza,4.0,0,15,4,3.75,1,Botswana,Nairobi (Gym),18 Jun 2023
Karan KC,4.0,0,15,4,3.75,1,Hong Kong,Mulpani,19 Oct 2023
PW Hasaranga,4.0,0,15,4,3.75,1,Zimbabwe,Colombo (RPS),18 Jan 2024
PK Mohanarangam,4.0,1,15,4,3.75,1,Suriname,Buenos Aires,12 Dec 2024
Simranjeet Singh,4.0,0,15,4,3.75,2,Qatar,ICCA Dubai,18 Dec 2024
JA Duffy,4.0,0,15,4,3.75,2,Sri Lanka,Mount Maunganui,30 Dec 2024
Hisham Shaikh,3.1,0,15,4,4.73,2,Thailand,Kuala Lumpur,24 Apr 2025
CW Perchard,3.0,0,15,4,5,1,Guernsey,St Saviour,7 Jun 2025
Abdul Naser Baluch,4.0,0,15,4,3.75,2,Finland,Ishoj,14 Jun 2025
RR Simmonds,3.0,0,15,4,5,1,Nepal,Sharjah,30 Sep 2025
Taranjit Singh,4.0,0,15,4,3.75,2,Serbia,Episkopi,31 Oct 2025
Waqar Ali,3.4,0,15,4,4.09,1,Bulgaria,Episkopi,2 Nov 2025
Azmatullah Omarzai,4.0,0,15,4,3.75,1,U.A.E.,Delhi,16 Feb 2026
JR Hazlewood,4.0,0,16,4,4,1,Sri Lanka,Colombo (RPS),7 Jun 2022
JA Burrows,4.0,0,16,4,4,1,Cyprus,Kerava,12 Jul 2022
Habib Khan,4.0,0,16,4,4,1,Czech Rep.,Vantaa,28 Jul 2022
Ravi Bishnoi,2.4,0,16,4,6,2,West Indies,Lauderhill,7 Aug 2022
AS Joseph,4.0,0,16,4,4,2,Zimbabwe,Hobart,19 Oct 2022
Imran Khan,4.0,0,16,4,4,1,Oman,Al Amerat,15 Nov 2022
M Akayezu,4.0,0,16,4,4,1,Botswana,Rwanda,17 Nov 2022
HH Pandya,4.0,0,16,4,4,2,New Zealand,Ahmedabad,1 Feb 2023
H Fennell,3.3,0,16,4,4.57,2,Bahamas,Buenos Aires,2 Mar 2023
Taskin Ahmed,2.0,0,16,4,8,2,Ireland,Chattogram,27 Mar 2023
Chen Zhuo Yue,4.0,0,16,4,4,1,Myanmar,Kuala Lumpur,31 Jul 2023
Zahoor Khan,4.0,0,16,4,4,2,Qatar,Doha,20 Sep 2023
Sayed Monib,3.4,0,16,4,4.36,2,Saudi Arabia,Doha,1 Oct 2023
Mohameed Taiwo,4.0,0,16,4,4,2,Ghana,Lagos,10 Oct 2023
K Motlhanka,3.0,0,16,4,5.33,2,Ghana,Benoni,11 Dec 2023
D Kansonkho,3.0,0,16,4,5.33,1,Kenya,Benoni,18 Dec 2023
M Mooketsi,4.0,0,16,4,4,1,Malawi,Benoni,19 Dec 2023
MJ Santner,4.0,0,16,4,4,1,Bangladesh,Mount Maunganui,31 Dec 2023
MV Pavlovic,4.0,0,16,4,4,1,Croatia,Krefeld,10 Jul 2024
Pavandeep Singh,3.5,1,16,4,4.17,1,Kuwait,Kuala Lumpur,22 Aug 2024
R Ngarava,4.0,1,16,4,4,1,Mozambique,Nairobi (Gym),20 Oct 2024
K Klein,4.0,1,16,4,4,2,Oman,Al Amerat,16 Nov 2024
DM Nakrani,4.0,2,16,4,4,2,Rwanda,Rwanda,5 Dec 2024
S Ravichandran,4.0,0,16,4,4,1,Cook Islands,Sano,13 May 2025
Ali Dawood,4.0,0,16,4,4,2,Malawi,Rwanda,23 Jul 2025
Haider Ali,4.0,0,16,4,4,2,Nigeria,Entebbe,26 Jul 2025
B Evans,4.0,0,16,4,4,2,Tanzania,Harare,30 Sep 2025
Syed Aziz,4.0,0,16,4,4,1,Bahrain,Kuala Lumpur,25 Nov 2025
MJ Humphreys,4.0,0,16,4,4,1,Italy,Dubai,23 Jan 2026
Usman Tariq,3.3,1,16,4,4.57,2,Namibia,Colombo (SSC),18 Feb 2026
Syazrul Idrus,4.0,0,17,4,4.25,1,Thailand,Bangi,4 Jul 2022
Taranjeet Singh,4.0,0,17,4,4.25,2,Serbia,Vantaa,16 Jul 2022
AR Ramjani,4.0,1,17,4,4.25,1,Botswana,Benoni,15 Sep 2022
Ammar Khalid,3.0,0,17,4,5.66,2,Saudi Arabia,Al Amerat,19 Nov 2022
Mohammed Siraj,4.0,0,17,4,4.25,1,New Zealand,Napier,22 Nov 2022
J Shaju,3.4,0,17,4,4.63,1,France,Marsa,10 Jul 2023
Usman Khan,3.2,0,17,4,5.1,2,Malta,Marsa,12 Jul 2023
N Nipiko,4.0,0,17,4,4.25,1,Japan,Port Moresby,23 Jul 2023
N Thushara,3.0,0,17,4,5.66,1,Afghanistan,Hangzhou,4 Oct 2023
M Akayezu,2.0,0,17,4,8.5,2,Ghana,Lagos,5 Oct 2023
D Wiese,3.4,0,17,4,4.63,1,Uganda,Windhoek,24 Nov 2023
F Banunaek,4.0,1,17,4,4.25,1,Philippines,Bali,23 Dec 2023
AR Ramjani,3.4,0,17,4,4.63,2,Kenya,Accra,17 Mar 2024
Aqib Ilyas,3.0,0,17,4,5.66,2,Cambodia,Al Amerat,14 Apr 2024
Fazalhaq Farooqi,3.2,0,17,4,5.1,2,New Zealand,Providence,7 Jun 2024
Rashid Khan,4.0,0,17,4,4.25,2,New Zealand,Providence,7 Jun 2024
CJPF Kalugamage,4.0,0,17,4,4.25,1,France,Rome,10 Jun 2024
AJ Parmar,3.0,0,17,4,5.66,2,Gibraltar,Krefeld,13 Jul 2024
PW Hasaranga,4.0,1,17,4,4.25,1,New Zealand,Dambulla,10 Nov 2024
Kaleem Sana,4.0,0,17,4,4.25,1,Bermuda,George Town,19 Apr 2025
R Hashu,3.0,1,17,4,5.66,1,Belgium,Zemst,1 Jun 2025
M Dale-Bradley,4.0,0,17,4,4.25,1,Jersey,St Saviour,6 Jun 2025
Ilyas Ataullah,3.5,1,17,4,4.43,2,Bulgaria,Sofia,12 Jul 2025
SN Swamy,4.0,0,17,4,4.25,2,France,Stockholm,7 Aug 2025
MM Baig,4.0,0,17,4,4.25,1,Malaysia,Al Amerat,9 Oct 2025
AA Rahayu,4.0,1,17,4,4.25,1,Cambodia,Bali,27 Dec 2025
MA Leask,4.0,0,17,4,4.25,2,Italy,Eden Gardens,9 Feb 2026
B Muzarabani,4.0,0,17,4,4.25,2,Australia,Colombo (RPS),13 Feb 2026
DS Airee,4.0,0,18,4,4.5,2,P.N.G.,Kirtipur,4 Apr 2022
Bilal Muhammad,4.0,0,18,4,4.5,1,Belgium,Waterloo,12 Jun 2022
Avesh Khan,4.0,0,18,4,4.5,2,South Africa,Rajkot,17 Jun 2022
JB Abega,4.0,0,18,4,4.5,1,Gambia,Kigali,9 Dec 2022
Haris Rauf,3.3,0,18,4,5.14,2,New Zealand,Lahore,14 Apr 2023
Prashant Shukla,4.0,0,18,4,4.5,2,Finland,Glostrup,21 May 2023
CJA Amini,4.0,0,18,4,4.5,1,Malaysia,Kuala Lumpur,23 Sep 2023
Kaleem Sana,4.0,0,18,4,4.5,2,Cayman,Hamilton,4 Oct 2023
Junaid Siddique,4.0,0,18,4,4.5,1,Scotland,Dubai (DICS),13 Mar 2024
TG Thamae,4.0,0,18,4,4.5,1,Eswatini,Malkerns,29 Mar 2024
Harmeet Singh,4.0,0,18,4,4.5,2,Canada,Prairie View,12 Apr 2024
N Thushara,4.0,0,18,4,4.5,2,Bangladesh,Dallas,7 Jun 2024
S Simpson,4.0,0,18,4,4.5,2,Denmark,Brondby,16 Jun 2024
DJ Hawoe,3.2,0,18,4,5.4,2,Myanmar,Bali,17 Nov 2024
Waqas Barkat,4.0,1,18,4,4.5,2,Qatar,Mong Kok,10 Apr 2025
HER Tyler,4.0,0,18,4,4.5,2,South Korea,Bali,12 Jul 2025
Junaid Siddique,4.0,0,18,4,4.5,1,Pakistan,Dubai (DICS),17 Sep 2025
N Thushara,4.0,0,18,4,4.5,1,Afghanistan,Abu Dhabi,18 Sep 2025
Rashid Khan,4.0,0,18,4,4.5,2,Bangladesh,Sharjah,2 Oct 2025
Zeerak Chughtai,4.0,0,18,4,4.5,1,Serbia,Episkopi,1 Nov 2025
Usman Tariq,4.0,1,18,4,4.5,2,Zimbabwe,Rawalpindi,23 Nov 2025
E Rukiriza,4.0,0,18,4,4.5,1,Zambia,Abuja,7 Dec 2025
Shahil Momin,3.3,1,19,4,5.42,2,Hungary,Lower Austria,4 Jun 2022
K Senamontree,4.0,0,19,4,4.75,1,Maldives,Bangi,8 Jul 2022
D Maisuria,4.0,0,19,4,4.75,2,Mozambique,Benoni,19 Sep 2022
KS Bagabena,4.0,0,19,4,4.75,2,Cameroon,Kigali,6 Dec 2022
A Bhargava,4.0,0,19,4,4.75,1,Cambodia,Phnom Penh,4 May 2023
HAM Shah,3.5,0,19,4,4.95,1,Finland,Brondby,19 May 2023
Abul Farhad,4.0,1,19,4,4.75,1,Hungary,Vinor,11 Jun 2023
ND Laegsgaard,4.0,0,19,4,4.75,1,Austria,Edinburgh (Golden),24 Jul 2023
H Klazinge,4.0,1,19,4,4.75,2,Uganda,Accra,21 Mar 2024
AS Joseph,4.0,0,19,4,4.75,2,New Zealand,Tarouba,12 Jun 2024
K Bhurtel,4.0,0,19,4,4.75,1,South Africa,Kingstown,14 Jun 2024
T Shamsi,4.0,0,19,4,4.75,2,Nepal,Kingstown,14 Jun 2024
Sahil Chauhan,3.0,0,19,4,6.33,2,Cyprus,Episkopi,18 Jun 2024
M Vandrasi,4.0,0,19,4,4.75,2,Greece,Castel,27 Aug 2024
M Taniyama,3.4,0,19,4,5.18,2,Cook Islands,Sano,9 May 2025
Abdul Majid,4.0,0,19,4,4.75,2,Rwanda,Rwanda,22 Jul 2025
JO Holder,4.0,0,19,4,4.75,1,Pakistan,Lauderhill,2 Aug 2025
L Rossi,4.0,0,19,4,4.75,2,Brazil,Buenos Aires,30 Nov 2025
N Senamontree,4.0,0,19,4,4.75,2,Philippines,Bangkok,13 Dec 2025
Anjar Tadarus,4.0,0,19,4,4.75,1,Cambodia,Bali,27 Dec 2025
Ali Dawood,4.0,0,19,4,4.75,1,Japan,Bangkok,28 Feb 2026
H Thaker,4.0,0,20,4,5,1,Bahrain,Al Amerat,24 Feb 2022
Taranjeet Singh,4.0,0,20,4,5,2,Malta,Marsa,15 May 2022
L Karlsson,4.0,0,20,4,5,1,Finland,Vantaa,12 Jul 2022
Zain Ahmad,4.0,0,20,4,5,2,Switzerland,Vantaa,25 Jul 2022
LT Bichard,4.0,1,20,4,5,2,France,Kerava,31 Jul 2022
MA Starc,4.0,0,20,4,5,2,West Indies,Brisbane,7 Oct 2022
K Irakoze,4.0,1,20,4,5,1,Tanzania,Rwanda,20 Dec 2022
N Vanua,4.0,0,20,4,5,1,Japan,Port Moresby,29 Jul 2023
AAP Atkinson,2.5,0,20,4,7.05,2,New Zealand,Manchester,1 Sep 2023
H Ssenyondo,4.0,0,20,4,5,2,Mozambique,Benoni,15 Dec 2023
H Ssenyondo,4.0,1,20,4,5,2,Kenya,Benoni,19 Dec 2023
Naveen-ul-Haq,4.0,0,20,4,5,1,U.A.E.,Sharjah,2 Jan 2024
B White,4.0,0,20,4,5,2,Afghanistan,Sharjah,15 Mar 2024
BM Scholtz,4.0,0,20,4,5,2,Oman,Al Amerat,7 Apr 2024
J Evans,4.0,0,20,4,5,1,Portugal,Spinaceto,13 Jun 2024
Gulbadin Naib,4.0,0,20,4,5,2,Australia,Kingstown,22 Jun 2024
Jonte Smith,4.0,0,20,4,5,2,Argentina,Buenos Aires,2 Dec 2024
R Avery,4.0,0,20,4,5,1,Mexico,Buenos Aires,7 Dec 2024
JA Duffy,4.0,0,20,4,5,2,Pakistan,Mount Maunganui,23 Mar 2025
Yasir Mohammad,4.0,0,20,4,5,2,Cayman,George Town,19 Apr 2025
H Venkataram,4.0,0,20,4,5,1,Saudi Arabia,Kuala Lumpur,25 Apr 2025
Sarawut Maliwan,3.0,0,20,4,6.66,1,Singapore,Kuala Lumpur,26 Apr 2025
I Stewart,4.0,0,20,4,5,1,Austria,Latschach,31 May 2025
LA Dawson,4.0,0,20,4,5,2,West Indies,Chester-le-Street,6 Jun 2025
Ahmadullah Shinwari,3.3,0,20,4,5.71,1,Finland,Ishoj,14 Jun 2025
KT Maphaka,4.0,0,20,4,5,1,Australia,Darwin,10 Aug 2025
JO Holder,4.0,0,20,4,5,1,Nepal,Sharjah,27 Sep 2025
Nadeem Khan,4.0,0,20,4,5,1,Nepal,Al Amerat,15 Oct 2025
Mujeeb Ur Rahman,3.0,0,20,4,6.66,2,Zimbabwe,Harare,29 Oct 2025
Waqar Ali,4.0,0,20,4,5,1,Bulgaria,Episkopi,3 Nov 2025
PVD Chameera,4.0,0,20,4,5,2,Pakistan,Rawalpindi,27 Nov 2025
KDA Lukies,4.0,0,20,4,5,1,Thailand,Bangkok,13 Dec 2025
SK Springer,4.0,0,20,4,5,2,Afghanistan,Dubai (DICS),22 Jan 2026
MG Erasmus,4.0,0,20,4,5,1,India,Delhi,12 Feb 2026
DS Airee,4.0,0,21,4,5.25,1,Ireland,Al Amerat,14 Feb 2022
Syazrul Idrus,3.5,0,21,4,5.47,1,Thailand,Bangi,7 Jul 2022
A Venkatesh,3.3,0,21,4,6,1,Finland,Vantaa,12 Jul 2022
AM Kimote,3.4,0,21,4,5.72,1,Nigeria,Rwanda,8 Dec 2022
S Muniandy,4.0,0,21,4,5.25,2,Singapore,Bangi,18 Dec 2022
MRJ Watt,4.0,1,21,4,5.25,2,Jersey,Edinburgh,21 Jul 2023
Vishil Patel,4.0,0,21,4,5.25,2,Botswana,Benoni,16 Dec 2023
S Kaveri,4.0,0,21,4,5.25,1,Costa Rica,Guacima,13 Apr 2024
VJ Kingma,3.1,0,21,4,6.63,2,Scotland,The Hague,18 May 2024
Abdullah Akbarjan,1.5,0,21,4,11.45,2,Belgium,Lower Austria,26 May 2024
R Trumpelmann,4.0,0,21,4,5.25,1,Oman,Bridgetown,2 Jun 2024
E Karimi,4.0,0,21,4,5.25,1,Jersey,Brondby,16 Jun 2024
T Perera,4.0,0,21,4,5.25,1,Sierra Leone,Abuja,24 Nov 2024
M Badenhorst,4.0,1,21,4,5.25,1,Rwanda,Rwanda,8 Dec 2024
GF Linde,4.0,0,21,4,5.25,2,Pakistan,Durban,10 Dec 2024
SFS Cheema,4.0,1,21,4,5.25,2,Slovenia,Latschach,17 May 2025
Muhammad Jawadullah,4.0,0,21,4,5.25,1,Bangladesh,Sharjah,17 May 2025
D Sabir,4.0,0,21,4,5.25,2,Cayman,King City (NE),12 Jun 2025
N Hirani,4.0,0,21,4,5.25,2,Tanzania,Harare,4 Oct 2025
Mujeeb Ur Rahman,4.0,0,21,4,5.25,2,West Indies,Dubai (DICS),21 Jan 2026
Harmeet Singh,4.0,0,21,4,5.25,2,Netherlands,Chennai,13 Feb 2026
A Zampa,3.2,0,21,4,6.3,1,Oman,Pallekele,20 Feb 2026
WA Peatfield,4.0,0,22,4,5.5,1,Jersey,Castel,21 May 2022
Shahil Momin,4.0,0,22,4,5.5,1,Hungary,Lower Austria,4 Jun 2022
YI Patel,4.0,0,22,4,5.5,1,Singapore,Al Amerat,24 Aug 2022
C Kyewuta,4.0,0,22,4,5.5,1,Kenya,Benoni,21 Sep 2022
Shaheen Shah Afridi,4.0,0,22,4,5.5,1,Bangladesh,Adelaide,6 Nov 2022
Shivam Mavi,4.0,0,22,4,5.5,2,Sri Lanka,Wankhede,3 Jan 2023
JTS Sumerauer,4.0,0,22,4,5.5,2,Germany,Edinburgh,25 Jul 2023
C Pengkumta,4.0,0,22,4,5.5,1,Singapore,Hangzhou,29 Sep 2023
Mukesh Kumar,3.3,0,22,4,6.28,2,Zimbabwe,Harare,14 Jul 2024
Ehsan Khan,4.0,0,22,4,5.5,2,Kuwait,Kuala Lumpur,24 Aug 2024
S Burdekin,4.0,0,22,4,5.5,2,Malta,Port Soif,28 Aug 2024
J Tuffin,4.0,0,22,4,5.5,2,Japan,Incheon,28 Sep 2024
AJ Hosein,4.0,0,22,4,5.5,2,England,Gros Islet,14 Nov 2024
Haris Rauf,4.0,0,22,4,5.5,1,Australia,Sydney,16 Nov 2024
Ali Dawood,4.0,1,22,4,5.5,2,Thailand,Doha,22 Nov 2024
MNM Aslam,4.0,0,22,4,5.5,1,Saudi Arabia,ICCA Dubai,13 Dec 2024
S Vaz,4.0,0,22,4,5.5,2,Norway,Albergaria,9 Apr 2025
Ziaurahman Shinwari,3.1,0,22,4,6.94,1,Norway,Stockholm,10 Aug 2025
I Danladi,3.0,0,22,4,7.33,1,Namibia,Harare,28 Sep 2025
JV Chand,4.0,0,22,4,5.5,2,Rwanda,Abuja,11 Dec 2025
M Jansen,3.5,0,22,4,5.73,2,India,Ahmedabad,22 Feb 2026
Bilal Hassun,4.0,0,23,4,5.75,1,Botswana,Nairobi (Gym),9 Jun 2023
Riazat Ali Shah,4.0,0,23,4,5.75,2,Kenya,Nairobi (Gym),13 Jun 2023
S Vijay Unni,4.0,0,23,4,5.75,1,Thailand,Kuala Lumpur,1 Aug 2023
Kaleem Sana,4.0,0,23,4,5.75,1,Bermuda,Sandys Parish,30 Sep 2023
MK Thakur,4.0,0,23,4,5.75,1,Singapore,Bangkok,4 Feb 2024
Rashid Khan,4.0,0,23,4,5.75,2,Bangladesh,Kingstown,24 Jun 2024
SF Tiai,4.0,0,23,4,5.75,2,Vanuatu,Apia (No 2),24 Aug 2024
MP Stoinis,3.4,0,23,4,6.27,2,Scotland,Edinburgh,6 Sep 2024
S Sarthak,4.0,0,23,4,5.75,2,Indonesia,Bali,19 Feb 2025
W Ngowhuad,3.2,0,23,4,6.9,1,Singapore,Kuala Lumpur,2 May 2025
A Limdawala,3.5,0,23,4,6,2,Germany,Blantyre,10 Jul 2025
Jai Sinh,4.0,0,23,4,5.75,2,Estonia,Tallinn,3 Aug 2025
Samiullah Rahmani,4.0,0,23,4,5.75,2,Norway,Oslo,17 Aug 2025
Junaid Siddique,4.0,0,23,4,5.75,2,Oman,Abu Dhabi,15 Sep 2025
Azmatullah Omarzai,3.1,0,23,4,7.26,2,Bangladesh,Sharjah,3 Oct 2025
Faheem Ashraf,3.2,0,23,4,6.9,1,South Africa,Lahore,31 Oct 2025
Joshua Asia,4.0,0,23,4,5.75,2,Rwanda,Abuja,13 Dec 2025
A Zampa,4.0,0,23,4,5.75,2,Ireland,Colombo (RPS),11 Feb 2026
Asad Ali Rehemtulla,4.0,0,24,4,6,1,Guernsey,Vantaa,24 Jul 2022
Ehsan Khan,4.0,0,24,4,6,1,U.A.E.,Al Amerat,24 Aug 2022
Mohammad Wasim,4.0,0,24,4,6,1,Zimbabwe,Perth,27 Oct 2022
Imran Anwar,4.0,0,24,4,6,1,Saudi Arabia,Al Amerat,21 Nov 2022
SA Jumbe,3.4,0,24,4,6.54,1,Uganda,Rwanda,19 Dec 2022
C Rumistrzewicz,4.0,0,24,4,6,1,Isle of Man,Cartagena,25 Feb 2023
K Fletcher,4.0,0,24,4,6,1,Malta,Marsa,15 Jul 2023
Rizwan Butt,4.0,0,24,4,6,1,Saudi Arabia,Doha,18 Sep 2023
Sikandar Raza,4.0,0,24,4,6,1,Namibia,Windhoek,30 Oct 2023
Ali Naseer,4.0,1,24,4,6,2,Afghanistan,Sharjah,31 Dec 2023
M Pathirana,4.0,0,24,4,6,2,Afghanistan,Dambulla,17 Feb 2024
Shunan Ali,4.0,0,24,4,6,1,Indonesia,Gelephu,19 Oct 2024
IK Gamantika,4.0,0,24,4,6,1,Myanmar,Bali,19 Nov 2024
CA Young,4.0,0,24,4,6,2,Zimbabwe,Harare,23 Feb 2025
Mohammed Irshad,3.0,0,24,4,8,1,Hong Kong,Mong Kok,10 Apr 2025
Zaki Ul Hassan,4.0,0,24,4,6,2,Portugal,Zemst,31 May 2025
Waqar Ali,3.2,0,24,4,7.2,1,Croatia,Zagreb,7 Aug 2025
Mohammad Aadil Alam,4.0,0,24,4,6,2,West Indies,Sharjah,29 Sep 2025
SM Nash,4.0,0,24,4,6,1,P.N.G.,Al Amerat,9 Oct 2025
VD Adewoye,4.0,0,24,4,6,2,Zambia,Abuja,4 Dec 2025
OEG Baartman,4.0,0,24,4,6,2,India,New Chandigarh,11 Dec 2025
A Zampa,4.0,0,24,4,6,1,Pakistan,Lahore,29 Jan 2026
HV Patel,3.1,0,25,4,7.89,2,South Africa,Visakhapatnam,14 Jun 2022
IDM Latin,4.0,0,25,4,6.25,1,Hungary,Waterloo,1 Jul 2022
Syed Maisam Ali,3.4,0,25,4,6.81,1,Belgium,Waterloo,2 Jul 2022
Taskin Ahmed,4.0,0,25,4,6.25,2,Netherlands,Hobart,24 Oct 2022
Rafiullah,4.0,0,25,4,6.25,2,Bahrain,Al Amerat,15 Nov 2022
D Maisuria,4.0,0,25,4,6.25,2,St Helena,Rwanda,25 Nov 2022
YM Nkanya,4.0,0,25,4,6.25,2,Rwanda,Rwanda,31 Aug 2023
TG Southee,4.0,0,25,4,6.25,2,Pakistan,Auckland,12 Jan 2024
Muhammad Burhan,4.0,0,25,4,6.25,1,Israel,Rome,12 Jun 2024
M Vandrasi,4.0,0,25,4,6.25,1,Cyprus,Port Soif,25 Aug 2024
Basil Hameed,4.0,0,25,4,6.25,2,U.S.A.,Windhoek,4 Oct 2024
S Pradhan,4.0,0,25,4,6.25,2,Indonesia,Gelephu,22 Oct 2024
Usman Najeeb,4.0,0,25,4,6.25,2,U.A.E.,ICCA Dubai,19 Dec 2024
Muhammad Siddiqui,4.0,0,25,4,6.25,1,Hungary,Szodliget,21 Jun 2025
SM Nash,4.0,0,25,4,6.25,2,Singapore,Singapore,22 Jul 2025
A Dhabe,4.0,0,25,4,6.25,1,Isle of Man,Tromode,6 Sep 2025
SC van Schalkwyk,4.0,0,25,4,6.25,1,India,Wankhede,7 Feb 2026
SC van Schalkwyk,4.0,0,25,4,6.25,1,Pakistan,Colombo (SSC),10 Feb 2026
N Senamontree,4.0,0,25,4,6.25,1,Japan,Bangkok,25 Feb 2026
A Morris,4.0,0,26,4,6.5,2,Bahamas,George Town,14 Apr 2022
B Kumar,4.0,0,26,4,6.5,1,Pakistan,Dubai (DICS),28 Aug 2022
Aizaz Khan,3.0,0,26,4,8.66,2,Malaysia,Mong Kok,12 Mar 2023
Zaker Taqawi,4.0,0,26,4,6.5,1,Norway,Glostrup,18 May 2023
S Vashisht,4.0,0,26,4,6.5,1,Malta,Ilfov County,19 Aug 2023
Rizwan Butt,4.0,0,26,4,6.5,2,Oman,Doha,19 Sep 2023
D Jakiel,4.0,0,26,4,6.5,1,Mozambique,Benoni,14 Dec 2023
Muhammad Jawadullah,4.0,0,26,4,6.5,2,Afghanistan,Sharjah,31 Dec 2023
Aizaz Khan,3.4,0,26,4,7.09,2,Nepal,Mong Kok,9 Mar 2024
Naveen-ul-Haq,3.5,0,26,4,6.78,2,Bangladesh,Kingstown,24 Jun 2024
Kaleem Sana,4.0,0,26,4,6.5,2,Nepal,King City (NW),28 Sep 2024
Ali Naseer,4.0,0,26,4,6.5,1,U.S.A.,Windhoek,30 Sep 2024
Virandeep Singh,4.0,0,26,4,6.5,1,Saudi Arabia,Kuala Lumpur,26 Apr 2025
Kuldeep Gurjar,4.0,0,26,4,6.5,1,Indonesia,Bali,8 Jul 2025
JDS Neesham,4.0,0,26,4,6.5,2,Australia,Mount Maunganui,4 Oct 2025
CJ Jordan,4.0,0,27,4,6.75,1,India,Birmingham,9 Jul 2022
LV van Beek,4.0,0,27,4,6.75,1,Hong Kong,Bulawayo,12 Jul 2022
BM Tickner,3.3,0,27,4,7.71,2,Netherlands,The Hague,4 Aug 2022
Sarfaraz Ali,4.0,0,27,4,6.75,1,Malaysia,Bangi,23 Dec 2022
Haris Rauf,4.0,0,27,4,6.75,2,New Zealand,Lahore,15 Apr 2023
Vishil Patel,4.0,0,27,4,6.75,1,Botswana,Nairobi (Gym),15 Jun 2023
Muhammad Jawadullah,4.0,0,27,4,6.75,1,Saudi Arabia,Doha,17 Sep 2023
A Bohara,4.0,0,27,4,6.75,1,Malaysia,Kirtipur,31 Oct 2023
PE Kruger,4.0,1,27,4,6.75,1,Ireland,Abu Dhabi,27 Sep 2024
Fazil Muhammad,4.0,0,27,4,6.75,1,Japan,Incheon,4 Oct 2024
Rashid Khan,4.0,0,27,4,6.75,1,Zimbabwe,Harare,14 Dec 2024
Kaleem Sana,4.0,0,27,4,6.75,1,Cayman,George Town,26 Apr 2025
Zaki Ul Hassan,4.0,0,27,4,6.75,2,Malta,Zemst,31 May 2025
Khalid Niazi,4.0,0,27,4,6.75,2,Luxembourg,Walferdange,21 Jun 2025
Faheem Ashraf,4.0,0,27,4,6.75,1,Afghanistan,Sharjah,2 Sep 2025
R Siriwardena,4.0,0,27,4,6.75,1,Bulgaria,Episkopi,3 Nov 2025
JO Holder,4.0,0,27,4,6.75,1,Nepal,Wankhede,15 Feb 2026
R Ravindra,4.0,0,27,4,6.75,2,Sri Lanka,Colombo (RPS),25 Feb 2026
