Player,Runs,Not_Out,BF,Fours,Sixes,SR,Inns,Opposition,Ground,Start_Date
MR Adair,0,0,2,0,0,0.0,2,Italy,Dubai,2026-01-23
Abhishek Sharma,0,0,1,0,0,0.0,2,New Zealand,Raipur,2026-01-23
SV Samson,0,0,1,0,0,0.0,2,New Zealand,Guwahati,2026-01-25
LJ Tucker,0,0,4,0,0,0.0,1,Italy,Dubai,2026-01-26
Abhishek Sharma,0,0,1,0,0,0.0,2,New Zealand,Visakhapatnam,2026-01-28
Arshdeep Singh,0,0,2,0,0,0.0,2,New Zealand,Visakhapatnam,2026-01-28
Sahibzada Farhan,0,0,1,0,0,0.0,1,Australia,Lahore,2026-01-29
Shaheen Shah Afridi,0,0,1,0,0,0.0,1,Australia,Lahore,2026-01-29
C Connolly,0,0,2,0,0,0.0,2,Pakistan,Lahore,2026-01-29
M Theekshana,0,0,1,0,0,0.0,1,England,Pallekele,2026-01-30
M Pathirana,0,0,1,0,0,0.0,1,England,Pallekele,2026-01-30
GH Dockrell,0,0,6,0,0,0.0,1,U.A.E.,Dubai (DICS),2026-01-31
SA Abbott,0,0,1,0,0,0.0,2,Pakistan,Lahore,2026-01-31
MJ Santner,0,0,2,0,0,0.0,2,India,Thiruvananthapuram,2026-01-31
J Charles,0,0,3,0,0,0.0,1,South Africa,Johannesburg,2026-01-31
C Connolly,0,0,2,0,0,0.0,2,Pakistan,Lahore,2026-02-01
BM Duckett,0,0,1,0,0,0.0,1,Sri Lanka,Pallekele,2026-02-03
K Mishara,0,0,2,0,0,0.0,2,England,Pallekele,2026-02-03
PVD Chameera,0,0,2,0,0,0.0,2,England,Pallekele,2026-02-03
LV van Beek,0,0,1,0,0,0.0,1,Pakistan,Colombo (SSC),2026-02-07
PA van Meekeren,0,0,1,0,0,0.0,1,Pakistan,Colombo (SSC),2026-02-07
Usman Khan,0,0,2,0,0,0.0,2,Netherlands,Colombo (SSC),2026-02-07
MA Leask,0,0,1,0,0,0.0,2,West Indies,Eden Gardens,2026-02-07
O Davidson,0,0,1,0,0,0.0,2,West Indies,Eden Gardens,2026-02-07
SM Sharif,0,0,2,0,0,0.0,2,West Indies,Eden Gardens,2026-02-07
Abhishek Sharma,0,0,1,0,0,0.0,1,U.S.A.,Wankhede,2026-02-07
S Dube,0,0,1,0,0,0.0,1,U.S.A.,Wankhede,2026-02-07
CV Varun,0,0,0,0,0,0.0,1,U.S.A.,Wankhede,2026-02-07
MD Patel,0,0,2,0,0,0.0,2,India,Wankhede,2026-02-07
Harmeet Singh,0,0,1,0,0,0.0,2,India,Wankhede,2026-02-07
R Ravindra,0,0,1,0,0,0.0,2,Afghanistan,Chennai,2026-02-08
MD Shanaka,0,0,1,0,0,0.0,1,Ireland,Colombo (RPS),2026-02-08
GJ Delany,0,0,1,0,0,0.0,2,Sri Lanka,Colombo (RPS),2026-02-08
MJ Humphreys,0,0,2,0,0,0.0,2,Sri Lanka,Colombo (RPS),2026-02-08
J Mosca,0,0,1,0,0,0.0,2,Scotland,Eden Gardens,2026-02-09
GP Meade,0,0,2,0,0,0.0,2,Scotland,Eden Gardens,2026-02-09
Ali Hasan,0,0,2,0,0,0.0,2,Scotland,Eden Gardens,2026-02-09
Hammad Mirza,0,0,5,0,0,0.0,1,Zimbabwe,Colombo (SSC),2026-02-09
K Sonavale,0,0,6,0,0,0.0,1,Zimbabwe,Colombo (SSC),2026-02-09
D Myers,0,0,2,0,0,0.0,2,Oman,Colombo (SSC),2026-02-09
DS Bajwa,0,0,1,0,0,0.0,2,South Africa,Ahmedabad,2026-02-09
Jaskaran Singh,0,0,1,0,0,0.0,2,South Africa,Ahmedabad,2026-02-09
Muhammad Arfan,0,0,1,0,0,0.0,1,New Zealand,Chennai,2026-02-10
Asif Ali,0,0,1,0,0,0.0,1,Qatar,Doha,2026-02-10
Fiaz Ahmed,0,0,2,0,0,0.0,1,Qatar,Doha,2026-02-10
Zubair Ali,0,0,1,0,0,0.0,2,Bahrain,Doha,2026-02-10
Usman Khan,0,0,1,0,0,0.0,1,U.S.A.,Colombo (SSC),2026-02-10
Abrar Ahmed,0,0,0,0,0,0.0,1,U.S.A.,Colombo (SSC),2026-02-10
SP Krishnamurthi,0,0,2,0,0,0.0,2,Pakistan,Colombo (SSC),2026-02-10
Mohammad Mohsin,0,0,1,0,0,0.0,2,Pakistan,Colombo (SSC),2026-02-10
Gulbadin Naib,0,0,2,0,0,0.0,2,South Africa,Ahmedabad,2026-02-11
Sediqullah Atal,0,0,3,0,0,0.0,2,South Africa,Ahmedabad,2026-02-11
Mujeeb Ur Rahman,0,0,1,0,0,0.0,2,South Africa,Ahmedabad,2026-02-11
Fazalhaq Farooqi,0,0,0,0,0,0.0,2,South Africa,Ahmedabad,2026-02-11
HT Tector,0,0,3,0,0,0.0,2,Australia,Colombo (RPS),2026-02-11
MM Baig,0,0,2,0,0,0.0,1,Bahrain,Doha,2026-02-11
SD Hope,0,0,3,0,0,0.0,1,England,Wankhede,2026-02-11
AU Rashid,0,0,1,0,0,0.0,2,West Indies,Wankhede,2026-02-11
J Ramanandi,0,0,1,0,0,0.0,2,Sri Lanka,Pallekele,2026-02-12
NK Yadav,0,0,2,0,0,0.0,1,Italy,Wankhede,2026-02-12
LN Rajbanshi,0,0,2,0,0,0.0,1,Italy,Wankhede,2026-02-12
AR Patel,0,0,1,0,0,0.0,1,Namibia,Delhi,2026-02-12
JJ Smit,0,0,2,0,0,0.0,2,India,Delhi,2026-02-12
B Shikongo,0,0,1,0,0,0.0,2,India,Delhi,2026-02-12
C Green,0,0,2,0,0,0.0,2,Zimbabwe,Colombo (RPS),2026-02-13
TH David,0,0,2,0,0,0.0,2,Zimbabwe,Colombo (RPS),2026-02-13
MP Kuhnemann,0,0,1,0,0,0.0,2,Zimbabwe,Colombo (RPS),2026-02-13
CN Ackermann,0,0,1,0,0,0.0,2,U.S.A.,Chennai,2026-02-13
V Shukla,0,0,2,0,0,0.0,2,Ireland,Colombo (SSC),2026-02-14
Nadeem Khan,0,0,2,0,0,0.0,2,Ireland,Colombo (SSC),2026-02-14
B McMullen,0,0,2,0,0,0.0,1,England,Eden Gardens,2026-02-14
Abhishek Sharma,0,0,4,0,0,0.0,1,Pakistan,Colombo (RPS),2026-02-15
HH Pandya,0,0,1,0,0,0.0,1,Pakistan,Colombo (RPS),2026-02-15
AR Patel,0,0,1,0,0,0.0,1,Pakistan,Colombo (RPS),2026-02-15
Sahibzada Farhan,0,0,4,0,0,0.0,2,India,Colombo (RPS),2026-02-15
Abrar Ahmed,0,0,1,0,0,0.0,2,India,Colombo (RPS),2026-02-15
Usman Tariq,0,0,3,0,0,0.0,2,India,Colombo (RPS),2026-02-15
A Sharma,0,0,4,0,0,0.0,1,Afghanistan,Delhi,2026-02-16
H Kaushik,0,0,3,0,0,0.0,1,Afghanistan,Delhi,2026-02-16
Muhammad Arfan,0,0,2,0,0,0.0,1,Afghanistan,Delhi,2026-02-16
Rahmanullah Gurbaz,0,0,2,0,0,0.0,2,U.A.E.,Delhi,2026-02-16
AJ Mosca,0,0,1,0,0,0.0,2,England,Eden Gardens,2026-02-16
JT Smuts,0,0,4,0,0,0.0,2,England,Eden Gardens,2026-02-16
GP Meade,0,0,1,0,0,0.0,2,England,Eden Gardens,2026-02-16
Ali Hasan,0,0,4,0,0,0.0,2,England,Eden Gardens,2026-02-16
XC Bartlett,0,0,3,0,0,0.0,1,Sri Lanka,Pallekele,2026-02-16
R Trumpelmann,0,0,2,0,0,0.0,2,Pakistan,Colombo (SSC),2026-02-18
Abhishek Sharma,0,0,3,0,0,0.0,1,Netherlands,Ahmedabad,2026-02-18
A Dutt,0,0,1,0,0,0.0,2,India,Ahmedabad,2026-02-18
Ali Hasan,0,0,2,0,0,0.0,2,West Indies,Eden Gardens,2026-02-19
MADI Hemantha,0,0,1,0,0,0.0,1,Zimbabwe,Colombo (RPS),2026-02-19
NS Dhaliwal,0,0,5,0,0,0.0,2,Afghanistan,Chennai,2026-02-19
Aamir Kaleem,0,0,1,0,0,0.0,1,Australia,Pallekele,2026-02-20
Shafiq Jan,0,0,1,0,0,0.0,1,Australia,Pallekele,2026-02-20
JC Archer,0,0,1,0,0,0.0,1,Sri Lanka,Pallekele,2026-02-22
P Rathnayake,0,0,1,0,0,0.0,2,England,Pallekele,2026-02-22
D Madushanka,0,0,2,0,0,0.0,2,England,Pallekele,2026-02-22
Ishan Kishan,0,0,4,0,0,0.0,2,South Africa,Ahmedabad,2026-02-22
RK Singh,0,0,2,0,0,0.0,2,South Africa,Ahmedabad,2026-02-22
JJ Bumrah,0,0,1,0,0,0.0,2,South Africa,Ahmedabad,2026-02-22
RP Burl,0,0,3,0,0,0.0,2,West Indies,Wankhede,2026-02-23
T Musekiwa,0,0,1,0,0,0.0,2,West Indies,Wankhede,2026-02-23
AG Cremer,0,0,6,0,0,0.0,2,West Indies,Wankhede,2026-02-23
B Muzarabani,0,0,5,0,0,0.0,2,West Indies,Wankhede,2026-02-23
Mohammad Nawaz,0,0,1,0,0,0.0,1,England,Pallekele,2026-02-24
PD Salt,0,0,1,0,0,0.0,2,Pakistan,Pallekele,2026-02-24
J Overton,0,0,3,0,0,0.0,2,Pakistan,Pallekele,2026-02-24
D Suzuki,0,0,1,0,0,0.0,1,Thailand,Bangkok,2026-02-25
Usman Patel,0,0,2,0,0,0.0,1,Hong Kong,Mong Kok,2026-02-25
S Mathur,0,0,1,0,0,0.0,2,Kuwait,Mong Kok,2026-02-25
Hassan Khan Mohammad,0,0,1,0,0,0.0,2,Kuwait,Mong Kok,2026-02-25
K Dorji,0,0,3,0,0,0.0,1,Bahrain,Bangkok,2026-02-25
S Yeshey,0,0,3,0,0,0.0,1,Bahrain,Bangkok,2026-02-25
Abdul Majid,0,0,2,0,0,0.0,2,Bhutan,Bangkok,2026-02-25
MS Chapman,0,0,2,0,0,0.0,1,Sri Lanka,Colombo (RPS),2026-02-25
P Nissanka,0,0,1,0,0,0.0,2,New Zealand,Colombo (RPS),2026-02-25
P Suanchuai,0,0,2,0,0,0.0,1,Bhutan,Bangkok,2026-02-26
Tenjin Rabgey,0,0,3,0,0,0.0,2,Thailand,Bangkok,2026-02-26
Anshuman Rath,0,0,2,0,0,0.0,1,Kuwait,Mong Kok,2026-02-26
Aizaz Khan,0,0,2,0,0,0.0,1,Kuwait,Mong Kok,2026-02-26
CV Anto,0,0,1,0,0,0.0,2,Hong Kong,Mong Kok,2026-02-26
Sohail Ahmed,0,0,1,0,0,0.0,1,Japan,Bangkok,2026-02-26
Ali Dawood,0,0,2,0,0,0.0,1,Japan,Bangkok,2026-02-26
RP Burl,0,0,2,0,0,0.0,2,India,Chennai,2026-02-26
Tashi Dorji,0,0,2,0,0,0.0,2,Japan,Bangkok,2026-02-27
K Dorji,0,0,1,0,0,0.0,2,Japan,Bangkok,2026-02-27
K Senamontree,0,0,1,0,0,0.0,2,Bahrain,Bangkok,2026-02-27
JC Buttler,0,0,2,0,0,0.0,2,New Zealand,Colombo (RPS),2026-02-27
Tashi Phuntsho,0,0,0,0,0,0.0,1,Thailand,Bangkok,2026-02-28
S Desungnoen,0,0,2,0,0,0.0,2,Bhutan,Bangkok,2026-02-28
Y Saranonnakkun,0,0,1,0,0,0.0,2,Bhutan,Bangkok,2026-02-28
N Nuntarach,0,0,1,0,0,0.0,2,Bhutan,Bangkok,2026-02-28
Abhishek Anand,0,0,2,0,0,0.0,1,Bahrain,Bangkok,2026-02-28
Esam Rahman,0,0,2,0,0,0.0,1,Bahrain,Bangkok,2026-02-28
C Hinze,0,0,1,0,0,0.0,1,Bahrain,Bangkok,2026-02-28
W Miyauchi,0,0,2,0,0,0.0,1,Bahrain,Bangkok,2026-02-28
Asif Ali,0,0,2,0,0,0.0,2,Japan,Bangkok,2026-02-28
Sohail Ahmed,0,0,2,0,0,0.0,2,Japan,Bangkok,2026-02-28
Rizwan Butt,0,0,2,0,0,0.0,2,Japan,Bangkok,2026-02-28
Asif Shaikh,0,0,1,0,0,0.0,2,Japan,Bangkok,2026-02-28
Mohammad Nawaz,0,0,1,0,0,0.0,1,Sri Lanka,Pallekele,2026-02-28
Salman Agha,0,0,2,0,0,0.0,1,Sri Lanka,Pallekele,2026-02-28
Aizaz Khan,0,0,3,0,0,0.0,1,Kuwait,Mong Kok,2026-03-01
Q de Kock,0,0,2,0,0,0.0,2,Zimbabwe,Delhi,2026-03-01
RD Rickelton,0,0,1,0,0,0.0,1,New Zealand,Eden Gardens,2026-03-04
K Rabada,0,0,1,0,0,0.0,1,New Zealand,Eden Gardens,2026-03-04
Zubaidi Zulkifle,0,0,6,0,0,0.0,1,Bahrain,Kuala Lumpur,2026-03-07
Virandeep Singh,0,0,2,0,0,0.0,1,Bahrain,Kuala Lumpur,2026-03-07
KA Pollard,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-22
DM Bravo,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-22
JO Holder,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-22
SS Cottrell,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-22
AJ Hosein,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-22
FA Allen,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-22
R Shepherd,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-22
OF Smith,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-22
RJW Topley,0,0,0,0,0,0.0,1,West Indies,Bridgetown,2022-01-23
SS Cottrell,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-23
DM Bravo,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-26
JO Holder,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-26
SS Cottrell,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-26
AJ Hosein,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-26
AU Rashid,0,0,0,0,0,0.0,1,West Indies,Bridgetown,2022-01-29
TS Mills,0,0,0,0,0,0.0,1,West Indies,Bridgetown,2022-01-29
RJW Topley,0,0,0,0,0,0.0,1,West Indies,Bridgetown,2022-01-29
SS Cottrell,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-29
AJ Hosein,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-29
R Shepherd,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-29
DC Drakes,0,0,0,0,0,0.0,2,England,Bridgetown,2022-01-29
JO Holder,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-30
SS Cottrell,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-30
AJ Hosein,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-30
FA Allen,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-30
OF Smith,0,0,0,0,0,0.0,1,England,Bridgetown,2022-01-30
M Theekshana,0,0,0,0,0,0.0,2,Australia,Sydney,2022-02-11
Khawar Ali,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-11
Bilal Khan,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-11
Kaleemullah,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-11
S Lamichhane,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-11
A Bohara,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-11
KS Airee,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-11
S Dhakal,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-11
B Yadav,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-11
Kashif Daud,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-12
Ahmed Raza,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-12
Zahoor Khan,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-12
Muhammad Usman,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-12
V Aravind,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-12
Junaid Siddique,0,0,0,0,0,0.0,1,Nepal,Al Amerat,2022-02-12
JK Mukhiya,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-12
S Lamichhane,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-12
KS Airee,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-12
Shahab Alam,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-12
B Yadav,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-12
SC Getkate,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-12
GH Dockrell,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-12
CA Young,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-12
MR Adair,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-12
C Campher,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-12
LJ Tucker,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-12
JB Little,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-12
Simi Singh,0,0,0,0,0,0.0,2,Oman,Al Amerat,2022-02-12
Ahmed Raza,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-13
Zahoor Khan,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-13
KP Meiyappan,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-13
Junaid Siddique,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-13
CA Young,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-13
JB Little,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-13
KW Richardson,0,0,0,0,0,0.0,1,Sri Lanka,Sydney,2022-02-13
JR Hazlewood,0,0,0,0,0,0.0,1,Sri Lanka,Sydney,2022-02-13
A Zampa,0,0,0,0,0,0.0,1,Sri Lanka,Sydney,2022-02-13
N Thushara,0,0,0,0,0,0.0,2,Australia,Sydney,2022-02-13
Akif Raja,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-14
Fayyaz Butt,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-14
Aamir Kaleem,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-14
Khawar Ali,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-14
Bilal Khan,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-14
Kaleemullah,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-14
Naseem Khushi,0,0,0,0,0,0.0,2,U.A.E.,Al Amerat,2022-02-14
JDF Vandersay,0,0,0,0,0,0.0,1,Australia,Canberra,2022-02-15
N Thushara,0,0,0,0,0,0.0,1,Australia,Canberra,2022-02-15
M Theekshana,0,0,0,0,0,0.0,1,Australia,Canberra,2022-02-15
MS Wade,0,0,0,0,0,0.0,2,Sri Lanka,Canberra,2022-02-15
KW Richardson,0,0,0,0,0,0.0,2,Sri Lanka,Canberra,2022-02-15
JR Hazlewood,0,0,0,0,0,0.0,2,Sri Lanka,Canberra,2022-02-15
MA Starc,0,0,0,0,0,0.0,2,Sri Lanka,Canberra,2022-02-15
DR Sams,0,0,0,0,0,0.0,2,Sri Lanka,Canberra,2022-02-15
SS Cottrell,0,0,0,0,0,0.0,1,India,Eden Gardens,2022-02-16
FA Allen,0,0,0,0,0,0.0,1,India,Eden Gardens,2022-02-16
R Shepherd,0,0,0,0,0,0.0,1,India,Eden Gardens,2022-02-16
B Kumar,0,0,0,0,0,0.0,2,West Indies,Eden Gardens,2022-02-16
HV Patel,0,0,0,0,0,0.0,2,West Indies,Eden Gardens,2022-02-16
YS Chahal,0,0,0,0,0,0.0,2,West Indies,Eden Gardens,2022-02-16
DL Chahar,0,0,0,0,0,0.0,2,West Indies,Eden Gardens,2022-02-16
Ravi Bishnoi,0,0,0,0,0,0.0,2,West Indies,Eden Gardens,2022-02-16
Saad Bin Zafar,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-18
Kaleem Sana,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-18
Hamza Tariq,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-18
Junaid Siddiqui,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-18
H Thaker,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-18
D Heyliger,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-18
Ravinderpal Singh,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-18
J Matharu,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-18
GR Russ,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-18
G Chohan,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-18
Huzaifa Mohammed,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-18
J Alegra,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-18
JK Mukhiya,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-18
A Bohara,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-18
CBRLS Kumara,0,0,0,0,0,0.0,1,Australia,Melbourne,2022-02-18
MS Wade,0,0,0,0,0,0.0,2,Sri Lanka,Melbourne,2022-02-18
KW Richardson,0,0,0,0,0,0.0,2,Sri Lanka,Melbourne,2022-02-18
A Zampa,0,0,0,0,0,0.0,2,Sri Lanka,Melbourne,2022-02-18
JA Richardson,0,0,0,0,0,0.0,2,Sri Lanka,Melbourne,2022-02-18
DR Sams,0,0,0,0,0,0.0,2,Sri Lanka,Melbourne,2022-02-18
Muhammad Safdar,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-18
Imran Anwar,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-18
Shahid Mahmood,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-18
Waseeq Ahmed,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-18
S Veerapathiran,0,0,0,0,0,0.0,2,Germany,Al Amerat,2022-02-18
Ahmed Raza,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-18
Zahoor Khan,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-18
KP Meiyappan,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-18
Junaid Siddique,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-18
B Kumar,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-18
YS Chahal,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-18
DL Chahar,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-18
Ravi Bishnoi,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-18
JO Holder,0,0,0,0,0,0.0,2,India,Eden Gardens,2022-02-18
RL Chase,0,0,0,0,0,0.0,2,India,Eden Gardens,2022-02-18
SS Cottrell,0,0,0,0,0,0.0,2,India,Eden Gardens,2022-02-18
AJ Hosein,0,0,0,0,0,0.0,2,India,Eden Gardens,2022-02-18
R Shepherd,0,0,0,0,0,0.0,2,India,Eden Gardens,2022-02-18
OF Smith,0,0,0,0,0,0.0,2,India,Eden Gardens,2022-02-18
G Malla,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-19
JK Mukhiya,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-19
Aarif Sheikh,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-19
S Lamichhane,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-19
A Bohara,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-19
Gulsan Jha,0,0,0,0,0,0.0,1,Philippines,Al Amerat,2022-02-19
Huzaifa Mohammed,0,0,0,0,0,0.0,2,Nepal,Al Amerat,2022-02-19
Kaleem Sana,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-19
Junaid Siddiqui,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-19
J Matharu,0,0,0,0,0,0.0,1,Oman,Al Amerat,2022-02-19
Fayyaz Butt,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-19
Aamir Kaleem,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-19
Khawar Ali,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-19
Bilal Khan,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-19
Kaleemullah,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-19
Khurram Nawaz,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-19
Naseem Khushi,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-19
Sandeep Goud,0,0,0,0,0,0.0,2,Canada,Al Amerat,2022-02-19
CA Young,0,0,0,0,0,0.0,1,Bahrain,Al Amerat,2022-02-19
AR McBrine,0,0,0,0,0,0.0,1,Bahrain,Al Amerat,2022-02-19
JB Little,0,0,0,0,0,0.0,1,Bahrain,Al Amerat,2022-02-19
Simi Singh,0,0,0,0,0,0.0,1,Bahrain,Al Amerat,2022-02-19
Junaid Aziz,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-19
Imran Anwar,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-19
Shahid Mahmood,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-19
Waseeq Ahmed,0,0,0,0,0,0.0,2,Ireland,Al Amerat,2022-02-19
Ahmed Raza,0,0,0,0,0,0.0,1,Germany,Al Amerat,2022-02-19
Rohan Mustafa,0,0,0,0,0,0.0,1,Germany,Al Amerat,2022-02-19
Zahoor Khan,0,0,0,0,0,0.0,1,Germany,Al Amerat,2022-02-19
Junaid Siddique,0,0,0,0,0,0.0,1,Germany,Al Amerat,2022-02-19
KW Richardson,0,0,0,0,0,0.0,1,Sri Lanka,Melbourne,2022-02-20
A Zampa,0,0,0,0,0,0.0,1,Sri Lanka,Melbourne,2022-02-20
JA Richardson,0,0,0,0,0,0.0,1,Sri Lanka,Melbourne,2022-02-20
PVD Chameera,0,0,0,0,0,0.0,2,Australia,Melbourne,2022-02-20
CBRLS Kumara,0,0,0,0,0,0.0,2,Australia,Melbourne,2022-02-20
P Jayawickrama,0,0,0,0,0,0.0,2,Australia,Melbourne,2022-02-20
M Theekshana,0,0,0,0,0,0.0,2,Australia,Melbourne,2022-02-20
HV Patel,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-20
DL Chahar,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-20
SN Thakur,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-20
Avesh Khan,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-20
Ravi Bishnoi,0,0,0,0,0,0.0,1,West Indies,Eden Gardens,2022-02-20
Junaid Aziz,0,0,0,0,0,0.0,1,U.A.E.,Al Amerat,2022-02-21
Imran Anwar,0,0,0,0,0,0.0,1,U.A.E.,Al Amerat,2022-02-21
Shahid Mahmood,0,0,0,0,0,0.0,1,U.A.E.,Al Amerat,2022-02-21
Sikander Billah,0,0,0,0,0,0.0,1,U.A.E.,Al Amerat,2022-02-21
Waseeq Ahmed,0,0,0,0,0,0.0,1,U.A.E.,Al Amerat,2022-02-21
Ahmed Raza,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-21
KP Meiyappan,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-21
Junaid Siddique,0,0,0,0,0,0.0,2,Bahrain,Al Amerat,2022-02-21
Muslim Yar,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-21
Ghulam Ahmadi,0,0,0,0,0,0.0,1,Ireland,Al Amerat,2022-02-21
